,ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,RCC_A10_C,RCC_A17_C,RCC_A2_C,RCC_A34_C,RCC_A49_C,RCC_A64_C,RCC_A65P_C,RCC_AU_C,RCC_BAB_C,RCC_BA_C,RCC_BB_C,RCC_BO_C,RCC_BMI20_C,RCC_BMI25_C,RCC_BMI30_C,RCC_BMI31P_C,RCC_BMINR_C,RCC_BU_C,RCC_GF_C,RCC_GM_C,RCC_GU_C,RCC_ICU_C,RCC_HOSPNR_C,RCC_HOSP_C,RCC_PTXN_C,RCC_PTXU_C,RCC_PTXY_C,RCC_NOTHOSP_C,RCC_N_C,YEAR,MONTH,D_OR_L
82,Tufts Medical Center (MANM) , MANM , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,6.7,33.3,60.0,0.0,0.0,6.7,46.7,13.3,33.3,20.0,20.0,13.3,46.7,0.0,0.0,53.3,46.7,0.0,6.7,0.0,13.3,73.3,0.0,26.7,80.0,15,2013,1,DECEASED
83,Brigham and Women's Hospital (MAPB) , MAPB , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,8.3,25.0,37.5,29.2,0.0,0.0,41.7,12.5,45.8,12.5,29.2,20.8,37.5,0.0,0.0,37.5,62.5,0.0,0.0,0.0,0.0,75.0,0.0,25.0,100.0,24,2013,1,DECEASED
84,UMass Memorial Medical Center (MAUM) , MAUM , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,12.5,17.5,47.5,22.5,0.0,0.0,30.0,0.0,70.0,12.5,25.0,25.0,37.5,0.0,0.0,35.0,65.0,0.0,0.0,0.0,0.0,87.5,0.0,12.5,100.0,40,2013,1,DECEASED
85,Johns Hopkins Hospital (MDJH) , MDJH , TX1 , 2014/03/20 , Kidney ,0.0,3.3,0.0,5.7,20.5,48.4,22.1,0.0,5.7,40.2,12.3,41.8,12.3,18.0,28.7,39.3,1.6,0.0,36.1,63.9,0.0,0.8,0.0,2.5,87.7,0.0,12.3,96.7,122,2013,1,DECEASED
86,University of Maryland Medical System (MDUM) , MDUM , TX1 , 2014/03/20 , Kidney ,0.0,0.6,0.0,7.7,24.3,43.8,23.7,0.0,3.6,40.8,8.3,47.3,5.3,21.3,27.2,46.2,0.0,0.0,37.9,62.1,0.0,0.0,0.0,0.0,85.2,0.0,14.8,100.0,169,2013,1,DECEASED
87,Maine Medical Center (MEMC) , MEMC , TX1 , 2014/03/20 , Kidney ,3.2,0.0,0.0,22.6,12.9,41.9,19.4,0.0,3.2,25.8,16.1,54.8,6.5,41.9,35.5,16.1,0.0,0.0,35.5,64.5,0.0,0.0,0.0,3.2,77.4,0.0,22.6,96.8,31,2013,1,DECEASED
88,William Beaumont Hospital (MIBH) , MIBH , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,12.8,15.4,43.6,28.2,0.0,7.7,53.8,7.7,30.8,7.7,17.9,33.3,41.0,0.0,0.0,35.9,64.1,0.0,7.7,0.0,0.0,76.9,0.0,23.1,92.3,39,2013,1,DECEASED
89,Helen DeVos Children's Hospital (MIDV) , MIDV , TX1 , 2014/03/20 , Kidney ,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,1,2013,1,DECEASED
90,Henry Ford Hospital (MIHF) , MIHF , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,9.2,18.5,50.8,21.5,0.0,6.2,35.4,16.9,41.5,10.8,26.2,30.8,32.3,0.0,0.0,35.4,64.6,0.0,4.6,0.0,0.0,84.6,0.0,15.4,95.4,65,2013,1,DECEASED
91,Harper University Hospital Detroit Medical Center (MIHH) , MIHH , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,13.6,22.7,36.4,27.3,0.0,9.1,40.9,4.5,45.5,9.1,22.7,27.3,40.9,0.0,0.0,40.9,59.1,0.0,0.0,0.0,0.0,95.5,0.0,4.5,100.0,22,2013,1,DECEASED
92,St John Hospital and Medical Center (MISJ) , MISJ , TX1 , 2014/03/20 , Kidney ,0.0,2.5,0.0,15.0,27.5,35.0,20.0,0.0,5.0,30.0,15.0,50.0,7.5,37.5,20.0,35.0,0.0,0.0,42.5,57.5,0.0,0.0,0.0,0.0,90.0,0.0,10.0,100.0,40,2013,1,DECEASED
93,St. Mary's Health Care - Main Hospital (MISM) , MISM , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,3.4,22.0,47.5,27.1,0.0,5.1,50.8,10.2,33.9,3.4,35.6,22.0,39.0,0.0,0.0,39.0,61.0,0.0,0.0,0.0,0.0,86.4,0.0,13.6,100.0,59,2013,1,DECEASED
94,University of Michigan Medical Center (MIUM) , MIUM , TX1 , 2014/03/20 , Kidney ,2.5,3.4,0.8,10.1,20.2,48.7,14.3,0.0,5.0,42.9,8.4,43.7,14.3,23.5,26.9,33.6,1.7,0.0,37.8,62.2,0.0,2.5,0.0,0.0,82.4,0.0,17.6,97.5,119,2013,1,DECEASED
95,Abbott Northwestern Hospital (MNAN) , MNAN , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,0.0,6.3,50.0,43.8,0.0,18.8,50.0,6.3,25.0,18.8,25.0,18.8,37.5,0.0,0.0,31.3,68.8,0.0,0.0,0.0,0.0,81.3,0.0,18.8,100.0,16,2013,1,DECEASED
96,Hennepin County Medical Center (MNHC) , MNHC , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,3.7,29.6,33.3,33.3,0.0,7.4,25.9,14.8,51.9,3.7,25.9,37.0,33.3,0.0,0.0,33.3,66.7,0.0,0.0,0.0,0.0,96.3,0.0,3.7,100.0,27,2013,1,DECEASED
97,Rochester Methodist Hospital (Mayo Clinic) (MNMC) , MNMC , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,17.1,17.1,40.0,25.7,0.0,5.7,34.3,14.3,45.7,8.6,31.4,31.4,28.6,0.0,0.0,42.9,57.1,0.0,2.9,0.0,2.9,65.7,0.0,34.3,94.3,35,2013,1,DECEASED
98,Saint Marys Hospital (Mayo Clinic) (MNSM) , MNSM , TX1 , 2014/03/20 , Kidney ,50.0,16.7,0.0,0.0,16.7,16.7,0.0,0.0,0.0,50.0,0.0,50.0,83.3,0.0,16.7,0.0,0.0,0.0,33.3,66.7,0.0,50.0,0.0,0.0,66.7,0.0,33.3,50.0,6,2013,1,DECEASED
99,"University of Minnesota Medical Center, Fairview (MNUM) ", MNUM , TX1 , 2014/03/20 , Kidney ,4.4,6.7,2.2,15.6,20.0,35.6,15.6,0.0,2.2,31.1,11.1,55.6,24.4,26.7,33.3,15.6,0.0,0.0,44.4,55.6,0.0,0.0,0.0,4.4,80.0,0.0,20.0,95.6,45,2013,1,DECEASED
100,Barnes-Jewish Hospital (MOBH) , MOBH , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,10.3,26.9,37.9,24.8,0.0,2.8,42.1,6.2,49.0,8.3,24.1,22.1,45.5,0.0,0.0,40.0,60.0,0.0,0.7,0.0,1.4,84.8,0.0,15.2,97.9,145,2013,1,DECEASED
101,Cardinal Glennon Children's Hospital (MOCG) , MOCG , TX1 , 2014/03/20 , Kidney ,80.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,40.0,60.0,40.0,0.0,0.0,0.0,0.0,60.0,40.0,0.0,0.0,0.0,20.0,100.0,0.0,0.0,80.0,5,2013,1,DECEASED
102,St. Louis Children's Hospital (MOCH) , MOCH , TX1 , 2014/03/20 , Kidney ,75.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,25.0,100.0,0.0,0.0,0.0,0.0,0.0,25.0,75.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,4,2013,1,DECEASED
103,Children's Mercy Hospital (MOCM) , MOCM , TX1 , 2014/03/20 , Kidney ,60.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,80.0,100.0,0.0,0.0,0.0,0.0,0.0,40.0,60.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,5,2013,1,DECEASED
104,St Luke's Hospital of Kansas City (MOLH) , MOLH , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,10.8,29.7,48.6,10.8,0.0,2.7,27.0,16.2,54.1,5.4,24.3,29.7,40.5,0.0,0.0,48.6,51.4,0.0,0.0,0.0,0.0,83.8,0.0,16.2,100.0,37,2013,1,DECEASED
105,Research Medical Center (MORH) , MORH , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,3.8,26.9,40.4,28.8,0.0,5.8,40.4,19.2,34.6,5.8,23.1,36.5,34.6,0.0,0.0,38.5,61.5,0.0,0.0,0.0,1.9,96.2,0.0,3.8,98.1,52,2013,1,DECEASED
106,Saint Louis University Hospital (MOSL) , MOSL , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,11.9,28.6,45.2,14.3,0.0,4.8,26.2,11.9,57.1,7.1,21.4,35.7,35.7,0.0,0.0,35.7,64.3,0.0,4.8,0.0,2.4,92.9,0.0,7.1,92.9,42,2013,1,DECEASED
107,University of Missouri Hospital and Clinics (MOUM) , MOUM , TX1 , 2014/03/20 , Kidney ,0.0,4.8,0.0,9.5,23.8,28.6,33.3,0.0,0.0,38.1,9.5,52.4,4.8,23.8,42.9,28.6,0.0,0.0,33.3,66.7,0.0,0.0,0.0,0.0,85.7,0.0,14.3,100.0,21,2013,1,DECEASED
108,University of Mississippi Medical Center (MSUM) , MSUM , TX1 , 2014/03/20 , Kidney ,0.0,1.1,0.0,14.7,37.9,33.7,12.6,0.0,4.2,32.6,12.6,50.5,9.5,28.4,27.4,34.7,0.0,0.0,30.5,69.5,0.0,0.0,0.0,2.1,86.3,0.0,13.7,97.9,95,2013,1,DECEASED
109,Wake Forest Baptist Medical Center (NCBG) , NCBG , TX1 , 2014/03/20 , Kidney ,3.7,0.0,0.7,9.6,19.1,34.6,32.4,0.0,2.2,38.2,12.5,47.1,10.3,21.3,27.9,40.4,0.0,0.0,52.2,47.8,0.0,0.0,0.0,2.2,85.3,0.0,14.7,97.8,136,2013,1,DECEASED
110,Carolinas Medical Center (NCCM) , NCCM , TX1 , 2014/03/20 , Kidney ,4.7,0.0,0.0,14.0,34.9,38.4,8.1,0.0,3.5,30.2,12.8,53.5,12.8,32.6,27.9,26.7,0.0,0.0,40.7,59.3,0.0,0.0,0.0,0.0,94.2,0.0,5.8,100.0,86,2013,1,DECEASED
111,Duke University Hospital (NCDU) , NCDU , TX1 , 2014/03/20 , Kidney ,1.4,4.2,0.0,7.0,25.4,45.1,16.9,0.0,2.8,39.4,18.3,39.4,12.7,23.9,38.0,25.4,0.0,0.0,36.6,63.4,0.0,0.0,0.0,1.4,81.7,0.0,18.3,98.6,71,2013,1,DECEASED
112,Vidant Medical Center (NCEC) , NCEC , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,8.6,20.0,57.1,14.3,0.0,5.7,24.3,10.0,60.0,8.6,24.3,21.4,45.7,0.0,0.0,44.3,55.7,0.0,0.0,0.0,1.4,90.0,0.0,10.0,98.6,70,2013,1,DECEASED
113,University of North Carolina Hospitals (NCMH) , NCMH , TX1 , 2014/03/20 , Kidney ,7.1,0.0,0.0,7.1,26.2,52.4,7.1,0.0,2.4,42.9,9.5,45.2,11.9,14.3,42.9,31.0,0.0,0.0,38.1,61.9,0.0,2.4,0.0,2.4,88.1,0.0,11.9,95.2,42,2013,1,DECEASED
114,Sanford Bismarck Medical Center (NDMC) , NDMC , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,12.5,0.0,37.5,50.0,0.0,0.0,50.0,25.0,25.0,25.0,12.5,37.5,25.0,0.0,0.0,75.0,25.0,0.0,0.0,0.0,0.0,87.5,0.0,12.5,100.0,8,2013,1,DECEASED
115,Sanford Medical Center Fargo (NDSL) , NDSL , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,8.3,8.3,50.0,33.3,0.0,0.0,25.0,41.7,33.3,8.3,41.7,8.3,41.7,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,12,2013,1,DECEASED
116,The Nebraska Medical Center (NEUN) , NEUN , TX1 , 2014/03/20 , Kidney ,0.7,4.5,0.0,12.7,15.7,43.3,23.1,0.0,8.2,33.6,18.7,39.6,8.2,26.1,31.3,33.6,0.7,0.0,34.3,65.7,0.0,0.7,0.0,1.5,80.6,0.0,19.4,97.8,134,2013,1,DECEASED
117,Mary Hitchcock Memorial Hospital (NHDH) , NHDH , TX1 , 2014/03/20 , Kidney ,0.0,5.6,0.0,16.7,27.8,44.4,5.6,0.0,0.0,44.4,5.6,50.0,22.2,16.7,22.2,38.9,0.0,0.0,44.4,55.6,0.0,0.0,0.0,11.1,83.3,0.0,16.7,88.9,18,2013,1,DECEASED
118,Newark Beth Israel Medical Center (NJBI) , NJBI , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,2.4,35.7,52.4,9.5,0.0,4.8,19.0,9.5,66.7,16.7,21.4,21.4,31.0,9.5,0.0,47.6,52.4,0.0,4.8,0.0,2.4,90.5,0.0,9.5,92.9,42,2013,1,DECEASED
119,Hackensack University Medical Center (NJHK) , NJHK , TX1 , 2014/03/20 , Kidney ,7.7,7.7,0.0,0.0,15.4,38.5,30.8,0.0,15.4,7.7,7.7,69.2,15.4,15.4,38.5,23.1,7.7,0.0,30.8,69.2,0.0,0.0,0.0,0.0,92.3,0.0,7.7,100.0,13,2013,1,DECEASED
120,Our Lady of Lourdes Medical Center (NJLL) , NJLL , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,11.8,29.4,47.1,11.8,0.0,0.0,29.4,17.6,52.9,11.8,29.4,35.3,23.5,0.0,0.0,29.4,70.6,0.0,0.0,0.0,0.0,76.5,0.0,23.5,100.0,17,2013,1,DECEASED
121,Robert Wood Johnson University Hospital (NJRW) , NJRW , TX1 , 2014/03/20 , Kidney ,2.3,2.3,0.0,2.3,16.3,51.2,25.6,0.0,4.7,41.9,14.0,39.5,4.7,23.3,25.6,46.5,0.0,0.0,30.2,69.8,0.0,0.0,0.0,0.0,83.7,0.0,16.3,100.0,43,2013,1,DECEASED
122,Saint Barnabas Medical Center (NJSB) , NJSB , TX1 , 2014/03/20 , Kidney ,1.0,3.1,0.0,6.1,21.4,53.1,15.3,0.0,7.1,31.6,13.3,48.0,8.2,35.7,32.7,23.5,0.0,0.0,25.5,74.5,0.0,0.0,0.0,7.1,85.7,0.0,14.3,92.9,98,2013,1,DECEASED
123,University Hospital (NJUH) , NJUH , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,1,2013,1,DECEASED
124,"University Hospital, University of New Mexico Health Sciences Center (NMAQ) ", NMAQ , TX1 , 2014/03/20 , Kidney ,0.0,4.8,0.0,23.8,14.3,19.0,38.1,0.0,0.0,38.1,4.8,57.1,0.0,33.3,42.9,19.0,4.8,0.0,38.1,61.9,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,21,2013,1,DECEASED
125,Presbyterian Hospital (NMPH) , NMPH , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,5.6,30.6,44.4,19.4,0.0,8.3,30.6,8.3,52.8,16.7,25.0,38.9,16.7,2.8,0.0,44.4,55.6,0.0,0.0,0.0,0.0,94.4,0.0,5.6,100.0,36,2013,1,DECEASED
126,University Medical Center of Southern Nevada (NVUM) , NVUM , TX1 , 2014/03/20 , Kidney ,2.2,0.0,0.0,6.5,39.1,43.5,8.7,0.0,6.5,47.8,8.7,37.0,4.3,21.7,21.7,13.0,39.1,0.0,41.3,58.7,0.0,0.0,0.0,0.0,93.5,0.0,6.5,100.0,46,2013,1,DECEASED
127,Albany Medical Center Hospital (NYAM) , NYAM , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,8.1,27.0,51.4,13.5,0.0,5.4,37.8,10.8,45.9,5.4,21.6,35.1,37.8,0.0,0.0,32.4,67.6,0.0,0.0,0.0,0.0,86.5,0.0,13.5,100.0,37,2013,1,DECEASED
128,Buffalo General Hospital/ Children's Hospital (NYBU) , NYBU , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,0.0,31.6,57.9,10.5,0.0,0.0,36.8,10.5,52.6,0.0,0.0,0.0,0.0,100.0,0.0,63.2,36.8,0.0,0.0,0.0,0.0,89.5,0.0,10.5,100.0,19,2013,1,DECEASED
129,NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP) , NYCP , TX1 , 2014/03/20 , Kidney ,0.9,0.0,0.0,8.3,20.4,41.7,28.7,0.0,12.0,29.6,12.0,46.3,6.5,30.6,31.5,31.5,0.0,0.0,46.3,53.7,0.0,0.0,0.0,11.1,75.0,0.0,25.0,88.9,108,2013,1,DECEASED
130,"State University of New York, Downstate Medical Center (NYDS) ", NYDS , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,7.1,28.6,50.0,14.3,0.0,7.1,35.7,14.3,42.9,0.0,46.4,25.0,28.6,0.0,0.0,39.3,60.7,0.0,0.0,0.0,0.0,78.6,0.0,21.4,100.0,28,2013,1,DECEASED
131,Erie County Medical Center (NYEC) , NYEC , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,7.3,29.3,53.7,9.8,0.0,9.8,41.5,2.4,46.3,0.0,17.1,24.4,12.2,46.3,0.0,36.6,63.4,0.0,0.0,0.0,2.4,80.5,0.0,19.5,97.6,41,2013,1,DECEASED
132,"Strong Memorial Hospital, University of Rochester Medical Center (NYFL) ", NYFL , TX1 , 2014/03/20 , Kidney ,2.5,0.0,0.0,7.5,27.5,40.0,22.5,0.0,15.0,42.5,12.5,30.0,15.0,25.0,22.5,37.5,0.0,0.0,45.0,55.0,0.0,0.0,0.0,2.5,72.5,0.0,27.5,97.5,40,2013,1,DECEASED
133,Montefiore Medical Center (NYMA) , NYMA , TX1 , 2014/03/20 , Kidney ,2.5,1.6,0.0,9.0,25.4,45.1,16.4,0.0,4.9,27.0,16.4,51.6,8.2,37.7,28.7,24.6,0.8,0.0,47.5,52.5,0.0,1.6,0.0,1.6,86.1,0.0,13.9,96.7,122,2013,1,DECEASED
134,Mount Sinai Medical Center (NYMS) , NYMS , TX1 , 2014/03/20 , Kidney ,0.7,5.7,0.0,8.6,22.1,42.1,20.7,0.0,6.4,32.1,12.9,48.6,10.7,27.1,32.1,27.9,2.1,0.0,47.1,52.9,0.0,0.0,0.0,2.1,87.1,0.0,12.9,97.9,140,2013,1,DECEASED
135,North Shore University Hospital (NYNS) , NYNS , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,0.0,37.5,37.5,25.0,0.0,12.5,12.5,0.0,75.0,25.0,25.0,25.0,25.0,0.0,0.0,62.5,37.5,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,8,2013,1,DECEASED
136,New York-Presbyterian Hospital/ Weill Cornell Medical Center (NYNY) , NYNY , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,6.3,20.0,37.9,35.8,0.0,8.4,38.9,13.7,38.9,9.5,33.7,34.7,22.1,0.0,0.0,31.6,68.4,0.0,0.0,0.0,0.0,82.1,0.0,17.9,100.0,95,2013,1,DECEASED
137,University Hospital of State University of New York at Stony Brook (NYSB) , NYSB , TX1 , 2014/03/20 , Kidney ,0.0,7.3,0.0,9.8,22.0,31.7,29.3,0.0,7.3,34.1,12.2,46.3,9.8,19.5,31.7,39.0,0.0,0.0,36.6,63.4,0.0,0.0,0.0,0.0,87.8,0.0,12.2,100.0,41,2013,1,DECEASED
138,St. Luke's Roosevelt Hospital Center (NYSL) , NYSL , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,12.5,12.5,62.5,12.5,0.0,12.5,25.0,37.5,25.0,0.0,37.5,37.5,25.0,0.0,0.0,37.5,62.5,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,8,2013,1,DECEASED
139,New York University Medical Center (NYUC) , NYUC , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,12.5,31.3,50.0,6.3,0.0,6.3,43.8,12.5,37.5,6.3,37.5,25.0,31.3,0.0,0.0,43.8,56.3,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,16,2013,1,DECEASED
140,State University of New York Upstate Medical University (NYUM) , NYUM , TX1 , 2014/03/20 , Kidney ,4.3,8.7,0.0,17.4,17.4,30.4,21.7,0.0,8.7,65.2,13.0,13.0,13.0,21.7,21.7,43.5,0.0,0.0,30.4,69.6,0.0,0.0,0.0,0.0,95.7,0.0,4.3,100.0,23,2013,1,DECEASED
141,Westchester Medical Center (NYWC) , NYWC , TX1 , 2014/03/20 , Kidney ,0.0,3.1,0.0,3.1,37.5,34.4,21.9,0.0,6.3,31.3,9.4,53.1,12.5,28.1,34.4,25.0,0.0,0.0,43.8,56.3,0.0,0.0,0.0,3.1,68.8,0.0,31.3,96.9,32,2013,1,DECEASED
142,The Cleveland Clinic Foundation (OHCC) , OHCC , TX1 , 2014/03/20 , Kidney ,0.0,1.0,0.0,7.7,26.9,47.1,17.3,0.0,6.7,36.5,8.7,48.1,6.7,28.8,31.7,32.7,0.0,0.0,40.4,59.6,0.0,1.0,0.0,0.0,76.9,0.0,23.1,99.0,104,2013,1,DECEASED
143,Nationwide Children's Hospital (OHCH) , OHCH , TX1 , 2014/03/20 , Kidney ,33.3,50.0,0.0,16.7,0.0,0.0,0.0,0.0,0.0,66.7,0.0,33.3,66.7,0.0,16.7,16.7,0.0,0.0,66.7,33.3,0.0,0.0,0.0,0.0,83.3,0.0,16.7,100.0,6,2013,1,DECEASED
144,Children's Hospital Medical Center (OHCM) , OHCM , TX1 , 2014/03/20 , Kidney ,50.0,37.5,0.0,12.5,0.0,0.0,0.0,0.0,0.0,25.0,12.5,62.5,62.5,25.0,0.0,0.0,12.5,0.0,62.5,37.5,0.0,12.5,0.0,0.0,87.5,0.0,12.5,87.5,8,2013,1,DECEASED
145,University of Toledo Medical Center (OHCO) , OHCO , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,10.5,31.6,39.5,18.4,0.0,5.3,26.3,13.2,55.3,7.9,21.1,34.2,36.8,0.0,0.0,44.7,55.3,0.0,0.0,0.0,7.9,86.8,0.0,13.2,92.1,38,2013,1,DECEASED
146,Miami Valley Hospital (OHMV) , OHMV , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,11.8,11.8,41.2,35.3,0.0,11.8,44.1,17.6,26.5,0.0,17.6,44.1,38.2,0.0,0.0,26.5,73.5,0.0,0.0,0.0,0.0,82.4,0.0,17.6,100.0,34,2013,1,DECEASED
147,Ohio State University Medical Center (OHOU) , OHOU , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,6.4,33.0,54.1,6.4,0.0,7.3,37.6,18.3,36.7,8.3,16.5,25.7,49.5,0.0,0.0,42.2,57.8,0.0,0.0,0.0,0.0,92.7,0.0,7.3,100.0,109,2013,1,DECEASED
148,The Christ Hospital (OHTC) , OHTC , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,17.6,17.6,41.2,23.5,0.0,0.0,35.3,23.5,41.2,0.0,35.3,29.4,35.3,0.0,0.0,47.1,52.9,0.0,0.0,0.0,0.0,88.2,0.0,11.8,100.0,17,2013,1,DECEASED
149,University of Cincinnati  Medical Center (OHUC) , OHUC , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,0.0,30.8,46.2,23.1,0.0,0.0,46.2,30.8,23.1,7.7,30.8,15.4,46.2,0.0,0.0,53.8,46.2,0.0,0.0,0.0,0.0,76.9,0.0,23.1,100.0,13,2013,1,DECEASED
150,University Hospitals of Cleveland (OHUH) , OHUH , TX1 , 2014/03/20 , Kidney ,1.6,1.6,0.0,15.6,28.1,32.8,20.3,0.0,9.4,26.6,10.9,53.1,6.3,26.6,25.0,42.2,0.0,0.0,35.9,64.1,0.0,0.0,0.0,1.6,98.4,0.0,1.6,98.4,64,2013,1,DECEASED
151,Integris Baptist Medical Center (OKBC) , OKBC , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,7.8,13.7,51.0,27.5,0.0,5.9,52.9,5.9,35.3,7.8,35.3,45.1,11.8,0.0,0.0,33.3,66.7,0.0,3.9,0.0,2.0,80.4,0.0,19.6,94.1,51,2013,1,DECEASED
152,Children's Hospital of Oklahoma (OKCM) , OKCM , TX1 , 2014/03/20 , Kidney ,25.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,25.0,0.0,62.5,62.5,12.5,12.5,12.5,0.0,0.0,12.5,87.5,0.0,0.0,0.0,0.0,87.5,0.0,12.5,100.0,8,2013,1,DECEASED
153,OU Medical Center (OKMD) , OKMD , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,12.0,36.0,36.0,16.0,0.0,4.0,48.0,12.0,36.0,4.0,20.0,36.0,40.0,0.0,0.0,44.0,56.0,0.0,0.0,0.0,0.0,88.0,0.0,12.0,100.0,25,2013,1,DECEASED
154,St. Anthony Hospital (OKSA) , OKSA , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,33.3,33.3,33.3,0.0,0.0,0.0,33.3,0.0,66.7,0.0,0.0,33.3,66.7,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,3,2013,1,DECEASED
155,Saint Francis Hospital (OKSF) , OKSF , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,14.3,28.6,42.9,14.3,0.0,7.1,50.0,7.1,35.7,7.1,28.6,42.9,21.4,0.0,0.0,28.6,71.4,0.0,0.0,0.0,0.0,64.3,0.0,35.7,100.0,14,2013,1,DECEASED
156,St John Medical Center (OKSJ) , OKSJ , TX1 , 2014/03/20 , Kidney ,0.0,5.3,0.0,5.3,26.3,47.4,15.8,0.0,10.5,26.3,10.5,52.6,5.3,36.8,26.3,31.6,0.0,0.0,47.4,52.6,0.0,0.0,0.0,0.0,94.7,0.0,5.3,100.0,19,2013,1,DECEASED
157,Legacy Good Samaritan Hospital and Medical Center (ORGS) , ORGS , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,5.4,16.2,29.7,48.6,0.0,5.4,37.8,13.5,43.2,5.4,21.6,37.8,35.1,0.0,0.0,45.9,54.1,0.0,0.0,0.0,0.0,81.1,0.0,18.9,100.0,37,2013,1,DECEASED
158,Oregon Health & Science University (ORUO) , ORUO , TX1 , 2014/03/20 , Kidney ,3.3,4.9,0.0,13.1,16.4,39.3,23.0,0.0,4.9,29.5,13.1,52.5,16.4,29.5,29.5,24.6,0.0,0.0,41.0,59.0,0.0,0.0,0.0,0.0,86.9,0.0,13.1,100.0,61,2013,1,DECEASED
159,Portland Veterans Administration Medical Center (ORUO) , ORUO , VA1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,5.0,15.0,37.5,42.5,0.0,7.5,35.0,10.0,47.5,5.0,22.5,35.0,37.5,0.0,0.0,5.0,95.0,0.0,0.0,0.0,0.0,95.0,0.0,5.0,100.0,40,2013,1,DECEASED
160,Albert Einstein Medical Center (PAAE) , PAAE , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,7.4,25.9,51.9,14.8,0.0,7.4,24.1,9.3,59.3,1.9,33.3,40.7,24.1,0.0,0.0,29.6,70.4,0.0,7.4,0.0,3.7,87.0,0.0,13.0,88.9,54,2013,1,DECEASED
