,ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,RCL_A10_C,RCL_A17_C,RCL_A2_C,RCL_A34_C,RCL_A49_C,RCL_A64_C,RCL_A65P_C,RCL_AU_C,RCL_BAB_C,RCL_BA_C,RCL_BB_C,RCL_BO_C,RCL_BMI20_C,RCL_BMI25_C,RCL_BMI30_C,RCL_BMI31P_C,RCL_BMINR_C,RCL_BU_C,RCL_GF_C,RCL_GM_C,RCL_GU_C,RCL_ICU_C,RCL_HOSPNR_C,RCL_HOSP_C,RCL_PTXN_C,RCL_PTXU_C,RCL_PTXY_C,RCL_NOTHOSP_C,RCL_N_C,YEAR,MONTH,D_OR_L
67,St John Medical Center (OKSJ),OKSJ,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,15.384615385,23.076923077,46.153846154,15.3846153846,0.0,0.0,46.153846154,15.384615385,38.461538462,7.6923076923,30.769230769,30.769230769,30.769230769300002,0.0,0.0,30.769230769,69.230769231,0.0,0.0,100.0,0.0,92.307692308,0.0,7.6923076923,0.0,13,2020.0,6.0,LIVING
68,Baylor  Scott and White All Saints Medical Center-Fort Worth (TXAS),TXAS,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,19.047619048,14.285714286,23.80952381,42.857142856799996,0.0,4.7619047619,42.857142857,0.0,52.380952381,4.7619047619,38.095238095,19.047619048,38.095238094799996,0.0,0.0,47.619047619,52.380952381,0.0,0.0,100.0,0.0,90.476190476,0.0,9.5238095238,0.0,21,2020.0,6.0,LIVING
69,"University Hospital, University of Texas Health Science Center (TXBC)",TXBC,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,25.0,29.545454545,38.636363636,6.8181818182,0.0,0.0,36.363636364,9.0909090909,54.545454545,9.0909090909,18.181818182,29.545454545,43.1818181817,0.0,0.0,38.636363636,61.363636364,0.0,0.0,100.0,0.0,86.363636364,0.0,13.636363636,0.0,44,2020.0,6.0,LIVING
70,Cook Children's Medical Center (TXCF),TXCF,TX1,2020-08-03 19:00:00,KI,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,1,2020.0,6.0,LIVING
71,Children's Medical Center of Dallas (TXCM),TXCM,TX1,2020-08-03 19:00:00,KI,22.222222222,44.444444444,0.0,33.333333333,0.0,0.0,0.0,0.0,0.0,11.111111111,33.333333333,55.555555556,66.666666667,22.222222222,11.111111111,0.0,0.0,0.0,66.666666667,33.333333333,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,9,2020.0,6.0,LIVING
72,North Austin Medical Center (TXDM),TXDM,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,21.428571429,28.571428571,28.571428571,21.4285714289,0.0,0.0,42.857142857,21.428571429,35.714285714,28.571428571,21.428571429,21.428571429,28.571428572,0.0,0.0,28.571428571,71.428571429,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,14,2020.0,6.0,LIVING
73,Doctor's Hospital at Renaissance (TXDR),TXDR,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,0.0,71.428571429,14.285714286,14.285714286,0.0,0.0,57.142857143,0.0,42.857142857,0.0,0.0,71.428571429,28.571428571,0.0,0.0,28.571428571,71.428571429,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,7,2020.0,6.0,LIVING
74,Medical City Dallas Hospital (TXHD),TXHD,TX1,2020-08-03 19:00:00,KI,6.25,0.0,2.0833333333,12.5,18.75,31.25,29.166666667,0.0,4.1666666667,45.833333333,10.416666667,39.583333333,12.5,20.833333333,27.083333333,39.583333333,0.0,0.0,35.416666667,64.583333333,0.0,0.0,100.0,0.0,97.916666667,0.0,2.0833333333,0.0,48,2020.0,6.0,LIVING
75,"Memorial Hermann Hospital, University of Texas at Houston (TXHH)",TXHH,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,0.0,28.571428571,42.857142857,28.571428571,0.0,0.0,57.142857143,28.571428571,14.285714286,0.0,14.285714286,71.428571429,14.285714286,0.0,0.0,42.857142857,57.142857143,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,7,2020.0,6.0,LIVING
76,CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI),TXHI,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,10.0,23.333333333,43.333333333,23.333333333,0.0,3.3333333333,20.0,20.0,56.666666667,10.0,40.0,30.0,20.000000000300002,0.0,0.0,36.666666667,63.333333333,0.0,0.0,100.0,0.0,96.666666667,0.0,3.3333333333,0.0,30,2020.0,6.0,LIVING
77,Methodist Specialty and Transplant Hospital (TXHS),TXHS,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,18.614718615,31.601731602,35.064935065,14.718614719,0.0,2.1645021645,37.229437229,10.38961039,50.216450216,7.3593073593,22.943722944,36.363636364,33.3333333325,0.0,0.0,38.528138528,61.471861472,0.0,0.0,100.0,0.0,88.744588745,0.0,11.255411255,0.0,231,2020.0,6.0,LIVING
78,University of Texas Medical Branch at Galveston (TXJS),TXJS,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,0.0,20.0,70.0,10.0,0.0,0.0,40.0,10.0,50.0,0.0,20.0,30.0,50.0,0.0,0.0,60.0,40.0,0.0,0.0,100.0,0.0,90.0,0.0,10.0,0.0,10,2020.0,6.0,LIVING
79,Las Palmas Medical Center (TXLP),TXLP,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,28.571428571,42.857142857,14.285714286,14.285714286,0.0,0.0,28.571428571,14.285714286,57.142857143,14.285714286,57.142857143,28.571428571,0.0,0.0,0.0,57.142857143,42.857142857,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,7,2020.0,6.0,LIVING
80,Methodist Dallas Medical Center (TXMC),TXMC,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,22.727272727,18.181818182,40.909090909,18.181818182,0.0,0.0,40.909090909,9.0909090909,50.0,18.181818182,18.181818182,31.818181818,31.818181818,0.0,0.0,31.818181818,68.181818182,0.0,0.0,100.0,0.0,90.909090909,0.0,9.0909090909,0.0,22,2020.0,6.0,LIVING
81,Houston Methodist Hospital (TXMH),TXMH,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,14.406779661,32.203389831,32.203389831,21.186440678,0.0,7.6271186441,33.898305085,11.86440678,46.610169492,12.711864407,26.271186441,31.355932203,29.661016948900002,0.0,0.0,43.220338983,56.779661017,0.0,0.0,100.0,0.0,88.13559322,0.0,11.86440678,0.0,118,2020.0,6.0,LIVING
82,Medical City Fort Worth (TXPL),TXPL,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,27.777777778,33.333333333,38.888888889,0.0,0.0,11.111111111,44.444444444,16.666666667,27.777777778,16.666666667,22.222222222,33.333333333,27.7777777776,0.0,0.0,44.444444444,55.555555556,0.0,0.0,100.0,0.0,88.888888889,0.0,11.111111111,0.0,18,2020.0,6.0,LIVING
83,Parkland Health and Hospital System (TXPM),TXPM,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,1,2020.0,6.0,LIVING
84,UT Southwestern Medical Center/ (TXSP),TXSP,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,45.454545455,22.727272727,18.181818182,13.6363636364,0.0,0.0,40.909090909,9.0909090909,50.0,9.0909090909,27.272727273,45.454545455,18.1818181815,0.0,0.0,40.909090909,59.090909091,0.0,0.0,100.0,0.0,86.363636364,0.0,13.636363636,0.0,22,2020.0,6.0,LIVING
85,Scott and White Memorial Hospital (TXSW),TXSW,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,12.5,25.0,41.666666667,20.833333333,0.0,4.1666666667,37.5,12.5,45.833333333,8.3333333333,29.166666667,33.333333333,29.1666666663,0.0,0.0,33.333333333,66.666666667,0.0,0.0,100.0,0.0,87.5,0.0,12.5,0.0,24,2020.0,6.0,LIVING
86,Texas Children's Hospital (TXTC),TXTC,TX1,2020-08-03 19:00:00,KI,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,2,2020.0,6.0,LIVING
87,Baylor University Medical Center (TXTX),TXTX,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,13.432835821,34.328358209,43.28358209,8.9552238806,0.0,5.9701492537,25.373134328,14.925373134,53.731343284,5.9701492537,35.820895522,41.791044776,16.4179104474,0.0,0.0,38.805970149,61.194029851,0.0,0.0,100.0,0.0,91.044776119,0.0,8.9552238806,0.0,67,2020.0,6.0,LIVING
88,University Childrens Health (TXUC,TXUC,TX1,2020-08-03 19:00:00,KI,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,2,2020.0,6.0,LIVING
89,Michael E. DeBakey VA Medical Center (TXVA),TXVA,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,0.0,42.857142857,42.857142857,14.285714286,0.0,0.0,42.857142857,14.285714286,42.857142857,0.0,28.571428571,57.142857143,14.285714286,0.0,0.0,14.285714286,85.714285714,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,7,2020.0,6.0,LIVING
90,Phoenix Children's Hospital (AZCH),AZCH,TX1,2020-08-03 19:00:00,KI,33.333333333,33.333333333,0.0,33.333333333,0.0,0.0,0.0,0.0,8.3333333333,33.333333333,16.666666667,41.666666667,41.666666667,25.0,8.3333333333,25.000000000300002,0.0,0.0,25.0,75.0,0.0,0.0,100.0,0.0,91.666666667,0.0,8.3333333333,0.0,12,2020.0,6.0,LIVING
91,Banner-University Medical Center Phoenix (AZGS),AZGS,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,15.555555556,40.0,26.666666667,17.7777777777,0.0,4.4444444444,31.111111111,13.333333333,51.111111111,13.333333333,28.888888889,31.111111111,26.666666666399998,0.0,0.0,42.222222222,57.777777778,0.0,0.0,100.0,0.0,93.333333333,0.0,6.6666666667,0.0,45,2020.0,6.0,LIVING
92,Mayo Clinic Hospital (AZMC),AZMC,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,20.0,31.428571429,28.571428571,20.0,0.0,1.4285714286,35.714285714,12.857142857,50.0,10.0,31.428571429,28.571428571,30.000000000400004,0.0,0.0,37.142857143,62.857142857,0.0,0.0,100.0,0.0,87.142857143,0.0,12.857142857,0.0,70,2020.0,6.0,LIVING
93,St. Joseph's Hospital and Medical Center (AZSJ),AZSJ,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,16.666666667,33.333333333,50.0,0.0,0.0,0.0,66.666666667,0.0,33.333333333,0.0,50.0,33.333333333,16.666666667,0.0,0.0,33.333333333,66.666666667,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,6,2020.0,6.0,LIVING
94,Banner University Medical Center-Tucson (AZUA),AZUA,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,30.0,40.0,20.0,10.0,0.0,0.0,30.0,0.0,70.0,10.0,20.0,30.0,40.0,0.0,0.0,30.0,70.0,0.0,0.0,100.0,0.0,90.0,0.0,10.0,0.0,10,2020.0,6.0,LIVING
95,Rady Children's Hospital and Health Center (CACH),CACH,TX1,2020-08-03 19:00:00,KI,20.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,40.0,80.0,20.0,0.0,0.0,0.0,0.0,40.0,60.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,5,2020.0,6.0,LIVING
96,Childrens Hospital Los Angeles (CACL),CACL,TX1,2020-08-03 19:00:00,KI,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,2,2020.0,6.0,LIVING
97,Cedars-Sinai Medical Center (CACS),CACS,TX1,2020-08-03 19:00:00,KI,1.4925373134,0.0,0.0,14.925373134,26.865671642,34.328358209,22.388059701,0.0,1.4925373134,40.298507463,22.388059701,35.820895522,22.388059701,29.850746269,34.328358209,13.4328358209,0.0,0.0,31.343283582,68.656716418,0.0,0.0,100.0,0.0,85.074626866,0.0,14.925373134,0.0,67,2020.0,6.0,LIVING
98,Scripps Green Hospital (CAGH),CAGH,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,16.666666667,37.5,16.666666667,29.1666666667,0.0,4.1666666667,62.5,16.666666667,16.666666667,8.3333333333,50.0,12.5,20.833333333,8.3333333333,0.0,37.5,62.5,0.0,0.0,100.0,0.0,91.666666667,0.0,8.3333333333,0.0,24,2020.0,6.0,LIVING
99,University of California Irvine Medical Center (CAIM),CAIM,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,35.0,30.0,30.0,5.0,0.0,5.0,45.0,20.0,30.0,20.0,35.0,30.0,10.0,5.0,0.0,45.0,55.0,0.0,0.0,100.0,0.0,85.0,0.0,15.0,0.0,20,2020.0,6.0,LIVING
100,Harbor UCLA Medical Center (CALA),CALA,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,100.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,2,2020.0,6.0,LIVING
101,Loma Linda University Medical Center (CALL),CALL,TX1,2020-08-03 19:00:00,KI,0.0,3.0303030303,0.0,33.333333333,27.272727273,21.212121212,15.151515152,0.0,0.0,48.484848485,9.0909090909,42.424242424,6.0606060606,36.363636364,45.454545455,12.121212121,0.0,0.0,30.303030303,69.696969697,0.0,0.0,100.0,0.0,87.878787879,0.0,12.121212121,0.0,33,2020.0,6.0,LIVING
102,UCSF Medical Center at Mission Bay (CAMB),CAMB,TX1,2020-08-03 19:00:00,KI,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,1,2020.0,6.0,LIVING
103,Lucile Salter Packard Children's Hospital at Stanford (CAPC),CAPC,TX1,2020-08-03 19:00:00,KI,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,2,2020.0,6.0,LIVING
104,California Pacific Medical Center (CAPM),CAPM,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,24.489795918,26.530612245,34.693877551,14.2857142857,0.0,10.204081633,36.734693878,10.204081633,42.857142857,8.1632653061,20.408163265,24.489795918,46.9387755105,0.0,0.0,30.612244898,69.387755102,0.0,0.0,100.0,0.0,91.836734694,0.0,8.1632653061,0.0,49,2020.0,6.0,LIVING
105,University of California San Diego Medical Center (CASD),CASD,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,25.531914894,19.14893617,44.680851064,10.6382978723,0.0,8.5106382979,42.553191489,4.2553191489,44.680851064,17.021276596,25.531914894,36.170212766,21.276595745,0.0,0.0,44.680851064,55.319148936,0.0,0.0,100.0,0.0,87.234042553,0.0,12.765957447,0.0,47,2020.0,6.0,LIVING
106,University of California San Francisco Medical Center (CASF),CASF,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,20.769230769,26.923076923,33.076923077,19.2307692305,0.0,8.4615384615,37.692307692,17.692307692,36.153846154,20.0,33.846153846,30.769230769,15.3846153845,0.0,0.0,37.692307692,62.307692308,0.0,0.0,100.0,0.0,90.0,0.0,10.0,0.0,130,2020.0,6.0,LIVING
107,Sharp Memorial Hospital (CASH),CASH,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,20.588235294,35.294117647,23.529411765,20.588235294,0.0,5.8823529412,29.411764706,5.8823529412,58.823529412,11.764705882,29.411764706,32.352941176,26.470588235,0.0,0.0,41.176470588,58.823529412,0.0,0.0,100.0,0.0,91.176470588,0.0,8.8235294118,0.0,34,2020.0,6.0,LIVING
108,Saint Joseph Hospital (CASJ),CASJ,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,0.0,33.333333333,33.333333333,33.333333333,0.0,0.0,33.333333333,0.0,66.666666667,0.0,66.666666667,33.333333333,0.0,0.0,0.0,66.666666667,33.333333333,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,3,2020.0,6.0,LIVING
109,University of California Davis Medical Center (CASM),CASM,TX1,2020-08-03 19:00:00,KI,2.9850746269,4.4776119403,0.0,35.820895522,16.417910448,31.343283582,8.9552238806,0.0,2.9850746269,37.313432836,10.447761194,49.253731343,19.402985075,35.820895522,28.358208955,16.4179104474,0.0,0.0,31.343283582,68.656716418,0.0,0.0,100.0,0.0,98.507462687,0.0,1.4925373134,0.0,67,2020.0,6.0,LIVING
110,Stanford Health Care (CASU),CASU,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,24.0,32.0,28.0,16.0,0.0,8.0,36.0,8.0,48.0,16.0,48.0,32.0,4.0,0.0,0.0,44.0,56.0,0.0,0.0,100.0,0.0,72.0,0.0,28.0,0.0,25,2020.0,6.0,LIVING
111,St. Vincent Medical Center (CASV),CASV,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,25.0,0.0,25.0,50.0,0.0,0.0,50.0,0.0,50.0,0.0,25.0,50.0,25.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,4,2020.0,6.0,LIVING
112,University of California at Los Angeles Medical Center (CAUC),CAUC,TX1,2020-08-03 19:00:00,KI,0.7194244604,0.0,0.0,13.669064748,32.374100719,38.129496403,15.1079136691,0.0,3.5971223022,37.410071942,23.741007194,35.251798561,10.071942446,34.532374101,35.251798561,18.7050359707,1.4388489209,0.0,38.129496403,61.870503597,0.0,0.0,100.0,0.0,90.647482014,0.0,9.3525179856,0.0,139,2020.0,6.0,LIVING
113,Keck Hospital of USC (CAUH),CAUH,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,26.315789474,28.947368421,36.842105263,7.8947368421,0.0,2.6315789474,39.473684211,10.526315789,47.368421053,18.421052632,36.842105263,28.947368421,15.789473683699999,0.0,0.0,44.736842105,55.263157895,0.0,0.0,100.0,0.0,94.736842105,0.0,5.2631578947,0.0,38,2020.0,6.0,LIVING
114,"University Hospital, University of New Mexico Health Sciences Center (NMAQ)",NMAQ,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,40.0,0.0,20.0,40.0,0.0,0.0,80.0,20.0,0.0,0.0,20.0,60.0,20.0,0.0,0.0,40.0,60.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,5,2020.0,6.0,LIVING
115,Presbyterian Hospital (NMPH),NMPH,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,50.0,10.0,30.0,10.0,0.0,10.0,30.0,20.0,40.0,30.0,60.0,10.0,0.0,0.0,0.0,20.0,80.0,0.0,0.0,100.0,0.0,90.0,0.0,10.0,0.0,10,2020.0,6.0,LIVING
116,University Medical Center of Southern Nevada (NVUM),NVUM,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,33.333333333,33.333333333,0.0,33.333333333,0.0,0.0,33.333333333,0.0,66.666666667,0.0,0.0,66.666666667,33.333333333,0.0,0.0,33.333333333,66.666666667,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,3,2020.0,6.0,LIVING
117,Intermountain Medical Center (UTLD),UTLD,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,19.672131148,29.508196721,27.868852459,22.950819672,0.0,3.2786885246,45.901639344,6.5573770492,44.262295082,4.9180327869,27.868852459,40.983606557,26.2295081965,0.0,0.0,31.147540984,68.852459016,0.0,0.0,100.0,0.0,83.606557377,0.0,16.393442623,0.0,61,2020.0,6.0,LIVING
118,University of Utah Medical Center (UTMC),UTMC,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,20.0,24.444444444,28.888888889,26.666666667,0.0,0.0,40.0,11.111111111,48.888888889,4.4444444444,31.111111111,31.111111111,22.2222222224,11.111111111,0.0,22.222222222,77.777777778,0.0,0.0,100.0,0.0,93.333333333,0.0,6.6666666667,0.0,45,2020.0,6.0,LIVING
119,Primary Children's Hospital (UTPC),UTPC,TX1,2020-08-03 19:00:00,KI,41.666666667,33.333333333,0.0,25.0,0.0,0.0,0.0,0.0,8.3333333333,33.333333333,8.3333333333,50.0,83.333333333,16.666666667,0.0,0.0,0.0,0.0,25.0,75.0,0.0,0.0,100.0,0.0,91.666666667,0.0,8.3333333333,0.0,12,2020.0,6.0,LIVING
120,The Queen's Medical Center (HIQM),HIQM,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,80.0,0.0,20.0,0.0,0.0,0.0,40.0,20.0,40.0,40.0,60.0,0.0,0.0,0.0,0.0,60.0,40.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,5,2020.0,6.0,LIVING
121,Legacy Good Samaritan Hospital and Medical Center (ORGS),ORGS,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,22.222222222,19.444444444,41.666666667,16.6666666666,0.0,2.7777777778,38.888888889,5.5555555556,52.777777778,8.3333333333,30.555555556,19.444444444,41.6666666664,0.0,0.0,50.0,50.0,0.0,0.0,100.0,0.0,86.111111111,0.0,13.888888889,0.0,36,2020.0,6.0,LIVING
122,Oregon Health & Science University (ORUO),ORUO,TX1,2020-08-03 19:00:00,KI,10.344827586,3.4482758621,0.0,20.689655172,31.034482759,20.689655172,13.793103448099998,0.0,3.4482758621,44.827586207,6.8965517241,44.827586207,17.24137931,31.034482759,37.931034483,13.793103448,0.0,0.0,37.931034483,62.068965517,0.0,0.0,100.0,0.0,86.206896552,0.0,13.793103448,0.0,29,2020.0,6.0,LIVING
123,VA Portland Health Care System (ORVA),ORVA,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,0.0,0.0,60.0,40.0,0.0,20.0,0.0,0.0,80.0,0.0,40.0,60.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,80.0,0.0,20.0,0.0,5,2020.0,6.0,LIVING
124,Seattle Children's Hospital (WACH),WACH,TX1,2020-08-03 19:00:00,KI,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,75.0,75.0,25.0,0.0,0.0,0.0,0.0,25.0,75.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,4,2020.0,6.0,LIVING
125,Providence Sacred Heart Medical Center & Children's Hospital (WASH),WASH,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,2,2020.0,6.0,LIVING
126,Swedish Medical Center (WASM),WASM,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,13.793103448,31.034482759,48.275862069,6.8965517242,0.0,0.0,51.724137931,17.24137931,31.034482759,3.4482758621,44.827586207,24.137931034,27.586206896100002,0.0,0.0,41.379310345,58.620689655,0.0,0.0,100.0,0.0,93.103448276,0.0,6.8965517241,0.0,29,2020.0,6.0,LIVING
127,University of Washington Medical Center (WAUW),WAUW,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,24.390243902,24.390243902,31.707317073,19.5121951222,0.0,0.0,58.536585366,9.756097561,31.707317073,4.8780487805,39.024390244,34.146341463,21.9512195122,0.0,0.0,31.707317073,68.292682927,0.0,0.0,100.0,0.0,90.243902439,0.0,9.756097561,0.0,41,2020.0,6.0,LIVING
128,Virginia Mason Medical Center (WAVM),WAVM,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,15.909090909,25.0,38.636363636,20.4545454542,0.0,4.5454545455,34.090909091,18.181818182,43.181818182,6.8181818182,13.636363636,45.454545455,34.0909090909,0.0,0.0,40.909090909,59.090909091,0.0,0.0,100.0,0.0,90.909090909,0.0,9.0909090909,0.0,44,2020.0,6.0,LIVING
129,Advocate Christ Medical Center (ILCH),ILCH,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,0.0,44.444444444,44.444444444,11.111111111,0.0,0.0,77.777777778,0.0,22.222222222,0.0,55.555555556,11.111111111,33.333333333,0.0,0.0,33.333333333,66.666666667,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,9,2020.0,6.0,LIVING
130,Ann & Robert H. Lurie Children's Hospital of Chicago (ILCM),ILCM,TX1,2020-08-03 19:00:00,KI,80.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,40.0,60.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,5,2020.0,6.0,LIVING
131,Loyola University Medical Center (ILLU),ILLU,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,21.621621622,24.324324324,37.837837838,16.2162162164,0.0,2.7027027027,24.324324324,16.216216216,56.756756757,5.4054054054,29.72972973,24.324324324,40.540540539999995,0.0,0.0,45.945945946,54.054054054,0.0,0.0,100.0,0.0,89.189189189,0.0,10.810810811,0.0,37,2020.0,6.0,LIVING
132,Memorial Medical Center (ILMM),ILMM,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,30.0,20.0,30.0,20.0,0.0,0.0,50.0,20.0,30.0,10.0,30.0,20.0,40.0,0.0,0.0,30.0,70.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,10,2020.0,6.0,LIVING
133,Northwestern Memorial Hospital (ILNM),ILNM,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,21.875,31.25,34.375,12.5,0.0,5.2083333333,30.208333333,14.583333333,50.0,13.541666667,34.375,30.208333333,21.874999999699998,0.0,0.0,44.791666667,55.208333333,0.0,0.0,100.0,0.0,84.375,0.0,15.625,0.0,96,2020.0,6.0,LIVING
134,Rush University Medical Center (ILPL),ILPL,TX1,2020-08-03 19:00:00,KI,4.1666666667,0.0,0.0,25.0,20.833333333,37.5,12.5,0.0,12.5,20.833333333,25.0,41.666666667,25.0,20.833333333,33.333333333,20.833333333,0.0,0.0,37.5,62.5,0.0,0.0,100.0,0.0,83.333333333,0.0,16.666666667,0.0,24,2020.0,6.0,LIVING
135,OSF Saint Francis Medical Center (ILSF),ILSF,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,12.5,25.0,31.25,31.25,0.0,12.5,37.5,6.25,43.75,0.0,25.0,25.0,50.0,0.0,0.0,43.75,56.25,0.0,0.0,100.0,0.0,93.75,0.0,6.25,0.0,16,2020.0,6.0,LIVING
136,University of Chicago Medical Center (ILUC),ILUC,TX1,2020-08-03 19:00:00,KI,0.0,0.0,0.0,18.75,25.0,43.75,12.5,0.0,12.5,37.5,6.25,43.75,0.0,62.5,25.0,12.5,0.0,0.0,43.75,56.25,0.0,0.0,100.0,0.0,87.5,0.0,12.5,0.0,16,2020.0,6.0,LIVING
