,ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,RCC_A10_C,RCC_A17_C,RCC_A2_C,RCC_A34_C,RCC_A49_C, RCC_A65P_C,RCC_AU_C,RCC_BAB_C,RCC_BA_C,RCC_BB_C,RCC_BO_C,RCC_BMI20_C,RCC_BMI25_C,RCC_BMI30_C,RCC_BMI31P_C,RCC_BMINR_C,RCC_BU_C,RCC_GF_C,RCC_GM_C,RCC_GU_C,RCC_ICU_C,RCC_HOSPNR_C,RCC_HOSP_C,RCC_PTXN_C,RCC_PTXU_C,RCC_PTXY_C,RCC_NOTHOSP_C,RCC_TST1_C,RCC_TST1_R,RCC_TST1A_C,RCC_TST1A_R,RCC_TST1B_C, RCC_TST1B_R,RCC_TST2_C,RCC_TST2_R,RCC_TST2A_C,RCC_TST2A_R,RCC_TST2B_C,RCC_TST2B_R,RCC_TST3_C,RCC_TST3_R,RCC_ME11_C,RCC_ME11_R,RCC_ME15_C,RCC_ME15_R,RCC_ME21_C,RCC_ME21_R,RCC_ME31_C,RCC_ME31_R,RCC_ME6_C,RCC_ME6_R,RCC_PE6_C,RCC_PE6_R,RCC_PE11_C,RCC_PE11_R,RCC_PE15_C,RCC_PE15_R,RCC_PE21_C,RCC_PE21_R,RCC_PE31_C,RCC_PE31_R,RCC_TINA_C,RCC_TINA_R,D_OR_L,YEAR,MONTH
78,University of Washington Medical Center (WAUW),WAUW,TX1,2018-10-08 19:00:00,HR,0,0,0,13.333333333,25.333333333,,0,1.3333333333,44,16,38.666666667,9.3333333333,30.666666667,30.666666667,29.333333333,0,0,29.333333333,70.666666667,0,8,0,20,96,0,4,72,-,-,37.333333333,43.362831858,54.666666667,,8,7.0796460177,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
79,Advocate Christ Medical Center (ILCH),ILCH,TX1,2018-10-08 19:00:00,HR,0,0,0,0,17.391304348,,0,8.6956521739,52.173913043,8.6956521739,30.434782609,8.6956521739,30.434782609,43.47826087,17.391304348,0,0,34.782608696,65.217391304,0,21.739130435,0,21.739130435,100,0,0,56.52173913,-,-,100,81.362007168,0,,0,0.3584229391,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
80,Ann & Robert H. Lurie Children's Hospital of Chicago (ILCM),ILCM,TX1,2018-10-08 19:00:00,HR,29.411764706,29.411764706,35.294117647,5.8823529412,0,,0,5.8823529412,41.176470588,23.529411765,29.411764706,58.823529412,5.8823529412,5.8823529412,0,29.411764706,0,41.176470588,58.823529412,0,100,0,0,94.117647059,0,5.8823529412,0,-,-,100,81.362007168,0,,0,0.3584229391,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
81,Loyola University Medical Center (ILLU),ILLU,TX1,2018-10-08 19:00:00,HR,0,0,0,7.4074074074,11.111111111,,0,11.111111111,48.148148148,14.814814815,25.925925926,11.111111111,40.740740741,29.62962963,18.518518519,0,0,22.222222222,77.777777778,0,48.148148148,0,7.4074074074,92.592592593,0,7.4074074074,44.444444444,-,-,77.777777778,81.362007168,22.222222222,,0,0.3584229391,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
82,Northwestern Memorial Hospital (ILNM),ILNM,TX1,2018-10-08 19:00:00,HR,0,0,0,7.6923076923,38.461538462,,0,5.1282051282,43.58974359,20.512820513,30.769230769,2.5641025641,43.58974359,28.205128205,25.641025641,0,0,38.461538462,61.538461538,0,64.102564103,0,0,94.871794872,0,5.1282051282,35.897435897,-,-,87.179487179,81.362007168,12.820512821,,0,0.3584229391,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
83,University of Chicago Medical Center (ILUC),ILUC,TX1,2018-10-08 19:00:00,HR,0,0,0,3.0303030303,27.272727273,,0,9.0909090909,30.303030303,21.212121212,39.393939394,3.0303030303,27.272727273,33.333333333,33.333333333,3.0303030303,0,21.212121212,78.787878788,0,57.575757576,0,39.393939394,96.96969697,0,3.0303030303,3.0303030303,-,-,100,81.362007168,0,,0,0.3584229391,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
84,Abbott Northwestern Hospital (MNAN),MNAN,TX1,2018-10-08 19:00:00,HR,0,0,0,35.714285714,7.1428571429,,0,0,35.714285714,28.571428571,35.714285714,14.285714286,28.571428571,14.285714286,42.857142857,0,0,28.571428571,71.428571429,0,57.142857143,0,7.1428571429,92.857142857,0,7.1428571429,35.714285714,-,-,92.857142857,81.362007168,7.1428571429,,0,0.3584229391,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
85,Saint Marys Hospital (Mayo Clinic) (MNSM),MNSM,TX1,2018-10-08 19:00:00,HR,9.375,18.75,9.375,0,31.25,,0,6.25,46.875,12.5,34.375,28.125,9.375,31.25,31.25,0,0,40.625,59.375,0,37.5,0,12.5,96.875,0,3.125,50,-,-,68.75,81.362007168,31.25,,0,0.3584229391,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
86,"University of Minnesota Medical Center, Fairview (MNUM)",MNUM,TX1,2018-10-08 19:00:00,HR,3.4482758621,3.4482758621,0,17.24137931,10.344827586,,0,6.8965517241,48.275862069,24.137931034,20.689655172,6.8965517241,24.137931034,37.931034483,31.034482759,0,0,24.137931034,75.862068966,0,17.24137931,0,27.586206897,93.103448276,0,6.8965517241,55.172413793,-,-,62.068965517,81.362007168,37.931034483,,0,0.3584229391,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
87,Children's Hospital of Wisconsin (WICH),WICH,TX1,2018-10-08 19:00:00,HR,35.714285714,14.285714286,50,0,0,,0,7.1428571429,42.857142857,7.1428571429,42.857142857,92.857142857,0,7.1428571429,0,0,0,28.571428571,71.428571429,0,78.571428571,0,0,100,0,0,21.428571429,-,-,78.571428571,81.362007168,21.428571429,,0,0.3584229391,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
88,Froedtert Memorial Lutheran Hospital (WISE),WISE,TX1,2018-10-08 19:00:00,HR,0,0,0,0,23.076923077,,0,7.6923076923,30.769230769,15.384615385,46.153846154,7.6923076923,15.384615385,69.230769231,7.6923076923,0,0,46.153846154,53.846153846,0,38.461538462,0,15.384615385,100,0,0,46.153846154,-,-,84.615384615,81.362007168,15.384615385,,0,0.3584229391,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
89,Aurora St. Luke's Medical Center (WISL),WISL,TX1,2018-10-08 19:00:00,HR,0,0,0,8.6956521739,8.6956521739,,0,4.347826087,52.173913043,4.347826087,39.130434783,0,21.739130435,34.782608696,43.47826087,0,0,13.043478261,86.956521739,0,4.347826087,0,8.6956521739,86.956521739,0,13.043478261,86.956521739,-,-,73.913043478,81.362007168,26.086956522,,0,0.3584229391,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
90,University of Wisconsin Hospital and Clinics (WIUW),WIUW,TX1,2018-10-08 19:00:00,HR,0,0,0,6.6666666667,40,,0,6.6666666667,46.666666667,0,46.666666667,0,46.666666667,26.666666667,26.666666667,0,0,20,80,0,6.6666666667,0,13.333333333,100,0,0,80,-,-,46.666666667,81.362007168,46.666666667,,6.6666666667,0.3584229391,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
91,Children's Hospital Colorado (COCH),COCH,TX1,2018-10-08 19:00:00,HR,16.666666667,50,33.333333333,0,0,,0,0,25,8.3333333333,66.666666667,75,16.666666667,8.3333333333,0,0,0,33.333333333,66.666666667,0,8.3333333333,0,25,100,0,0,66.666666667,-,-,50,55.803571429,50,,0,1.7857142857,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
92,University of Colorado Hospital/Health Science Center (COUC),COUC,TX1,2018-10-08 19:00:00,HR,0,0,0,14.814814815,11.111111111,,0,14.814814815,37.037037037,11.111111111,37.037037037,11.111111111,29.62962963,40.740740741,18.518518519,0,0,29.62962963,70.37037037,0,18.518518519,0,14.814814815,92.592592593,0,7.4074074074,66.666666667,-,-,29.62962963,55.803571429,59.259259259,,11.111111111,1.7857142857,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
93,University of Iowa Hospitals and Clinics Transplant Programs (IAIV),IAIV,TX1,2018-10-08 19:00:00,HR,6.6666666667,0,0,6.6666666667,6.6666666667,,0,13.333333333,53.333333333,20,13.333333333,6.6666666667,20,40,33.333333333,0,0,33.333333333,66.666666667,0,6.6666666667,0,0,100,0,0,93.333333333,-,-,73.333333333,55.803571429,26.666666667,,0,1.7857142857,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
94,University of Kansas Hospital (KSUK),KSUK,TX1,2018-10-08 19:00:00,HR,0,0,0,35.714285714,28.571428571,,0,14.285714286,35.714285714,21.428571429,28.571428571,0,35.714285714,42.857142857,21.428571429,0,0,14.285714286,85.714285714,0,28.571428571,0,0,100,0,0,71.428571429,-,-,64.285714286,55.803571429,35.714285714,,0,1.7857142857,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
95,Barnes-Jewish Hospital (MOBH),MOBH,TX1,2018-10-08 19:00:00,HR,0,0,0,14.285714286,17.142857143,,0,11.428571429,45.714285714,8.5714285714,34.285714286,11.428571429,28.571428571,31.428571429,28.571428571,0,0,28.571428571,71.428571429,0,8.5714285714,0,20,97.142857143,0,2.8571428571,71.428571429,-,-,54.285714286,55.803571429,45.714285714,,0,1.7857142857,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
96,Cardinal Glennon Children's Hospital (MOCG),MOCG,TX1,2018-10-08 19:00:00,HR,0,0,0,100,0,,0,0,100,0,0,100,0,0,0,0,0,0,100,0,0,0,0,100,0,0,100,-,-,0,55.803571429,100,,0,1.7857142857,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
97,St. Louis Children's Hospital (MOCH),MOCH,TX1,2018-10-08 19:00:00,HR,13.043478261,52.173913043,21.739130435,13.043478261,0,,0,0,34.782608696,17.391304348,47.826086957,47.826086957,13.043478261,21.739130435,17.391304348,0,0,60.869565217,39.130434783,0,30.434782609,0,47.826086957,95.652173913,0,4.347826087,21.739130435,-,-,82.608695652,55.803571429,17.391304348,,0,1.7857142857,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
98,Children's Mercy Hospital (MOCM),MOCM,TX1,2018-10-08 19:00:00,HR,25,50,25,0,0,,0,0,25,25,50,50,25,25,0,0,0,50,50,0,50,0,0,100,0,0,50,-,-,25,55.803571429,75,,0,1.7857142857,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
99,St Luke's Hospital of Kansas City (MOLH),MOLH,TX1,2018-10-08 19:00:00,HR,0,0,0,19.047619048,16.666666667,,0,2.380952381,45.238095238,11.904761905,40.476190476,7.1428571429,28.571428571,42.857142857,21.428571429,0,0,28.571428571,71.428571429,0,52.380952381,0,2.380952381,95.238095238,0,4.7619047619,45.238095238,-,-,54.761904762,55.803571429,42.857142857,,2.380952381,1.7857142857,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
100,Children's Hospital & Medical Center (NECH),NECH,TX1,2018-10-08 19:00:00,HR,20,40,20,20,0,,0,0,60,0,40,80,20,0,0,0,0,20,80,0,100,0,0,100,0,0,0,-,-,100,55.803571429,0,,0,1.7857142857,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
101,The Nebraska Medical Center (NEUN),NEUN,TX1,2018-10-08 19:00:00,HR,0,2.1739130435,0,4.347826087,15.217391304,,0,2.1739130435,50,21.739130435,26.086956522,4.347826087,28.260869565,34.782608696,32.608695652,0,0,34.782608696,65.217391304,0,2.1739130435,0,10.869565217,91.304347826,0,8.6956521739,86.956521739,-,-,52.173913043,55.803571429,47.826086957,,0,1.7857142857,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
102,NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP),NYCP,TX1,2018-10-08 19:00:00,HR,6.5789473684,13.157894737,7.8947368421,13.157894737,18.421052632,,0,5.2631578947,42.105263158,18.421052632,34.210526316,26.315789474,34.210526316,21.052631579,18.421052632,0,0,42.105263158,57.894736842,0,39.473684211,0,15.789473684,93.421052632,0,6.5789473684,44.736842105,-,-,88.157894737,88.888888889,10.526315789,,1.3157894737,0.4830917874,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
103,"Strong Memorial Hospital, University of Rochester Medical Center (NYFL)",NYFL,TX1,2018-10-08 19:00:00,HR,0,0,0,10,25,,0,5,35,25,35,0,30,35,35,0,0,5,95,0,20,0,55,100,0,0,25,-,-,95,88.888888889,5,,0,0.4830917874,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
104,Montefiore Medical Center (NYMA),NYMA,TX1,2018-10-08 19:00:00,HR,2.0408163265,2.0408163265,8.1632653061,4.0816326531,22.448979592,,0,6.1224489796,30.612244898,26.530612245,36.734693878,18.367346939,32.653061224,30.612244898,18.367346939,0,0,32.653061224,67.346938776,0,51.020408163,0,2.0408163265,100,0,0,46.93877551,-,-,83.673469388,88.888888889,16.326530612,,0,0.4830917874,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
105,Mount Sinai Medical Center (NYMS),NYMS,TX1,2018-10-08 19:00:00,HR,0,2.8571428571,5.7142857143,14.285714286,20,,0,2.8571428571,37.142857143,22.857142857,37.142857143,14.285714286,37.142857143,28.571428571,20,0,0,25.714285714,74.285714286,0,17.142857143,0,17.142857143,94.285714286,0,5.7142857143,65.714285714,-,-,91.428571429,88.888888889,8.5714285714,,0,0.4830917874,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
106,Westchester Medical Center (NYWC),NYWC,TX1,2018-10-08 19:00:00,HR,0,0,0,0,18.518518519,,0,3.7037037037,29.62962963,18.518518519,48.148148148,7.4074074074,33.333333333,37.037037037,22.222222222,0,0,29.62962963,70.37037037,0,14.814814815,0,70.37037037,100,0,0,14.814814815,-,-,92.592592593,88.888888889,7.4074074074,,0,0.4830917874,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
107,Indiana University Health (INIM),INIM,TX1,2018-10-08 19:00:00,HR,7.1428571429,0,0,7.1428571429,35.714285714,,0,0,28.571428571,7.1428571429,64.285714286,14.285714286,14.285714286,42.857142857,28.571428571,0,0,21.428571429,78.571428571,0,50,0,7.1428571429,100,0,0,42.857142857,-,-,92.857142857,73.983739837,7.1428571429,,0,0.406504065,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
108,Lutheran Hospital of Fort Wayne (INLH),INLH,TX1,2018-10-08 19:00:00,HR,0,0,0,0,0,,0,0,66.666666667,0,33.333333333,16.666666667,50,33.333333333,0,0,0,50,50,0,100,0,0,100,0,0,0,-,-,100,73.983739837,0,,0,0.406504065,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
109,St Vincent Hospital and Health Care Center (INSV),INSV,TX1,2018-10-08 19:00:00,HR,0,0,0,5.1282051282,15.384615385,,0,5.1282051282,51.282051282,10.256410256,33.333333333,5.1282051282,33.333333333,46.153846154,15.384615385,0,0,30.769230769,69.230769231,0,23.076923077,0,10.256410256,100,0,0,66.666666667,-,-,66.666666667,73.983739837,33.333333333,,0,0.406504065,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
110,Children's Hospital of Michigan (MICH),MICH,TX1,2018-10-08 19:00:00,HR,50,0,50,0,0,,0,25,25,0,50,100,0,0,0,0,0,50,50,0,100,0,0,100,0,0,0,-,-,100,73.983739837,0,,0,0.406504065,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
111,Henry Ford Hospital (MIHF),MIHF,TX1,2018-10-08 19:00:00,HR,0,0,0,12.5,25,,0,0,43.75,25,31.25,6.25,18.75,25,50,0,0,12.5,87.5,0,18.75,0,12.5,100,0,0,68.75,-,-,68.75,73.983739837,31.25,,0,0.406504065,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
112,Spectrum Health (MISH),MISH,TX1,2018-10-08 19:00:00,HR,0,0,0,20,13.333333333,,0,13.333333333,46.666666667,6.6666666667,33.333333333,0,33.333333333,40,26.666666667,0,0,40,60,0,26.666666667,0,6.6666666667,100,0,0,66.666666667,-,-,80,73.983739837,20,,0,0.406504065,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
113,University of Michigan Medical Center (MIUM),MIUM,TX1,2018-10-08 19:00:00,HR,0,20.588235294,0,8.8235294118,17.647058824,,0,0,35.294117647,17.647058824,47.058823529,11.764705882,32.352941176,41.176470588,11.764705882,2.9411764706,0,23.529411765,76.470588235,0,35.294117647,0,14.705882353,100,0,0,50,-,-,79.411764706,73.983739837,20.588235294,,0,0.406504065,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
114,The Cleveland Clinic Foundation (OHCC),OHCC,TX1,2018-10-08 19:00:00,HR,0,3.7037037037,5.5555555556,3.7037037037,18.518518519,,0,9.2592592593,46.296296296,11.111111111,33.333333333,14.814814815,25.925925926,27.777777778,31.481481481,0,0,35.185185185,64.814814815,0,40.740740741,0,14.814814815,100,0,0,44.444444444,-,-,79.62962963,73.983739837,20.37037037,,0,0.406504065,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
115,Nationwide Children's Hospital (OHCH),OHCH,TX1,2018-10-08 19:00:00,HR,57.142857143,28.571428571,14.285714286,0,0,,0,0,42.857142857,28.571428571,28.571428571,85.714285714,14.285714286,0,0,0,0,28.571428571,71.428571429,0,42.857142857,0,28.571428571,85.714285714,0,14.285714286,28.571428571,-,-,71.428571429,73.983739837,28.571428571,,0,0.406504065,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
116,Children's Hospital Medical Center (OHCM),OHCM,TX1,2018-10-08 19:00:00,HR,33.333333333,41.666666667,25,0,0,,0,8.3333333333,41.666666667,8.3333333333,41.666666667,58.333333333,33.333333333,8.3333333333,0,0,0,41.666666667,58.333333333,0,50,0,41.666666667,91.666666667,0,8.3333333333,8.3333333333,-,-,83.333333333,73.983739837,8.3333333333,,8.3333333333,0.406504065,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
117,Ohio State University Medical Center (OHOU),OHOU,TX1,2018-10-08 19:00:00,HR,0,0,0,8.3333333333,33.333333333,,0,12.5,33.333333333,12.5,41.666666667,0,20.833333333,33.333333333,45.833333333,0,0,33.333333333,66.666666667,0,25,0,0,100,0,0,75,-,-,45.833333333,73.983739837,54.166666667,,0,0.406504065,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
118,University of Cincinnati  Medical Center (OHUC),OHUC,TX1,2018-10-08 19:00:00,HR,0,0,0,0,25,,0,0,62.5,0,37.5,0,12.5,62.5,25,0,0,12.5,87.5,0,50,0,0,100,0,0,50,-,-,62.5,73.983739837,37.5,,0,0.406504065,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
119,University Hospitals of Cleveland (OHUH),OHUH,TX1,2018-10-08 19:00:00,HR,0,0,0,0,38.461538462,,0,0,38.461538462,23.076923077,38.461538462,0,15.384615385,23.076923077,61.538461538,0,0,23.076923077,76.923076923,0,38.461538462,0,15.384615385,100,0,0,46.153846154,-,-,69.230769231,73.983739837,30.769230769,,0,0.406504065,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
120,Jewish Hospital (KYJH),KYJH,TX1,2018-10-08 19:00:00,HR,0,0,0,12.5,0,,0,0,37.5,0,62.5,0,62.5,12.5,25,0,0,37.5,62.5,0,0,0,25,100,0,0,75,-,-,62.5,68.66359447,37.5,,0,1.8433179724,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
121,Norton Children's Hospital (KYKC),KYKC,TX1,2018-10-08 19:00:00,HR,66.666666667,16.666666667,16.666666667,0,0,,0,0,33.333333333,0,66.666666667,83.333333333,16.666666667,0,0,0,0,50,50,0,100,0,0,100,0,0,0,-,-,100,68.66359447,0,,0,1.8433179724,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
122,University of Kentucky Medical Center (KYUK),KYUK,TX1,2018-10-08 19:00:00,HR,0,0,0,9.3023255814,27.906976744,,0,2.3255813953,44.186046512,6.976744186,46.511627907,13.953488372,25.581395349,37.209302326,23.255813953,0,0,13.953488372,86.046511628,0,34.88372093,0,23.255813953,97.674418605,0,2.3255813953,41.860465116,-,-,69.76744186,68.66359447,30.23255814,,0,1.8433179724,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
123,Wake Forest Baptist Medical Center (NCBG),NCBG,TX1,2018-10-08 19:00:00,HR,0,0,0,0,11.111111111,,0,11.111111111,44.444444444,11.111111111,33.333333333,0,33.333333333,44.444444444,22.222222222,0,0,22.222222222,77.777777778,0,11.111111111,0,11.111111111,100,0,0,77.777777778,-,-,77.777777778,68.66359447,22.222222222,,0,1.8433179724,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
124,Carolinas Medical Center (NCCM),NCCM,TX1,2018-10-08 19:00:00,HR,13.793103448,6.8965517241,13.793103448,0,6.8965517241,,0,3.4482758621,31.034482759,13.793103448,51.724137931,41.379310345,17.24137931,17.24137931,24.137931034,0,0,41.379310345,58.620689655,0,34.482758621,0,17.24137931,100,0,0,48.275862069,-,-,58.620689655,68.66359447,41.379310345,,0,1.8433179724,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
125,Duke University Hospital (NCDU),NCDU,TX1,2018-10-08 19:00:00,HR,0,1.3698630137,0,8.2191780822,21.917808219,,0,4.1095890411,42.465753425,16.438356164,36.98630137,10.95890411,28.767123288,26.02739726,34.246575342,0,0,23.287671233,76.712328767,0,30.136986301,0,32.876712329,100,0,0,36.98630137,-,-,78.082191781,68.66359447,19.178082192,,2.7397260274,1.8433179724,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
126,University of North Carolina Hospitals (NCMH),NCMH,TX1,2018-10-08 19:00:00,HR,0,0,0,0,28.571428571,,0,21.428571429,35.714285714,21.428571429,21.428571429,7.1428571429,21.428571429,28.571428571,42.857142857,0,0,35.714285714,64.285714286,0,42.857142857,0,0,92.857142857,0,7.1428571429,57.142857143,-,-,92.857142857,68.66359447,7.1428571429,,0,1.8433179724,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
127,MUSC Children's Hospital (SCCH),SCCH,TX1,2018-10-08 19:00:00,HR,25,50,25,0,0,,0,0,25,50,25,50,0,0,0,50,0,50,50,0,25,0,25,100,0,0,50,-,-,75,68.66359447,25,,0,1.8433179724,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
128,Medical University of South Carolina (SCMU),SCMU,TX1,2018-10-08 19:00:00,HR,0,0,0,13.333333333,46.666666667,,0,6.6666666667,33.333333333,26.666666667,33.333333333,13.333333333,13.333333333,46.666666667,26.666666667,0,0,6.6666666667,93.333333333,0,6.6666666667,0,13.333333333,100,0,0,80,-,-,33.333333333,68.66359447,66.666666667,,0,1.8433179724,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
129,Baptist Memorial Hospital (TNBM),TNBM,TX1,2018-10-08 19:00:00,HR,0,0,0,20,15,,0,25,25,10,40,5,30,40,25,0,0,30,70,0,20,0,5,100,0,0,75,-,-,75,68.66359447,20,,5,1.8433179724,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
130,Le Bonheur Children's Medical Center (TNLB),TNLB,TX1,2018-10-08 19:00:00,HR,16.666666667,33.333333333,50,0,0,,0,0,25,41.666666667,33.333333333,83.333333333,8.3333333333,0,8.3333333333,0,0,41.666666667,58.333333333,0,83.333333333,0,0,100,0,0,16.666666667,-,-,83.333333333,68.66359447,16.666666667,,0,1.8433179724,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
131,Saint Thomas Hospital (TNST),TNST,TX1,2018-10-08 19:00:00,HR,0,0,0,4,12,,0,4,52,4,40,8,24,28,40,0,0,12,88,0,24,0,0,100,0,0,76,-,-,88,68.66359447,12,,0,1.8433179724,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
132,Vanderbilt University Medical Center (TNVU),TNVU,TX1,2018-10-08 19:00:00,HR,4.1237113402,4.1237113402,6.1855670103,11.340206186,20.618556701,,0,3.0927835052,39.175257732,7.2164948454,50.515463918,11.340206186,26.804123711,22.680412371,39.175257732,0,0,19.587628866,80.412371134,0,19.587628866,0,13.402061856,93.81443299,0,6.1855670103,67.010309278,-,-,53.608247423,68.66359447,43.298969072,,3.0927835052,1.8433179724,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2018,August
