,ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,RCC_A10_C,RCC_A17_C,RCC_A2_C,RCC_A34_C,RCC_A49_C,RCC_A65P_C,RCC_AU_C,RCC_BAB_C,RCC_BA_C,RCC_BB_C,RCC_BO_C,RCC_BMI20_C,RCC_BMI25_C,RCC_BMI30_C,RCC_BMI31P_C,RCC_BMINR_C,RCC_BU_C,RCC_GF_C,RCC_GM_C,RCC_GU_C,RCC_ICU_C,RCC_HOSPNR_C,RCC_HOSP_C,RCC_PTXN_C,RCC_PTXU_C,RCC_PTXY_C,RCC_NOTHOSP_C,RCC_TST1_C,RCC_TST1_R,RCC_TST1A_C,RCC_TST1A_R,RCC_TST1B_C,RCC_TST1B_R,RCC_TST2_C,RCC_TST2_R,RCC_TST2A_C,RCC_TST2A_R,RCC_TST2B_C,RCC_TST2B_R,RCC_TST3_C,RCC_TST3_R,RCC_ME11_C,RCC_ME11_R,RCC_ME15_C,RCC_ME15_R,RCC_ME21_C,RCC_ME21_R,RCC_ME31_C,RCC_ME31_R,RCC_ME6_C,RCC_ME6_R,RCC_PE6_C,RCC_PE6_R,RCC_PE11_C,RCC_PE11_R,RCC_PE15_C,RCC_PE15_R,RCC_PE21_C,RCC_PE21_R,RCC_PE31_C,RCC_PE31_R,RCC_TINA_C,RCC_TINA_R,RCC_N_C,D_OR_L,YEAR,MONTH
18,Northwestern Memorial Hospital (ILNM) , ILNM , TX1 , 2015/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 25.0 , 62.5 , 0.0 , 0.0 , 0.0 , 0.0 , 12.5 , 87.5 , 12.5 , 37.5 , 37.5 , 12.5 , 0.0 , 0.0 , 62.5 , 37.5 , 0.0 , 0.0 , 25.0 , 0.0 , 75.0 , 0.0 , 25.0 , 75.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 8 ,D,2015,December
19,Rush University Medical Center (ILPL) , ILPL , TX1 , 2015/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 1 ,D,2015,December
20,University of Chicago Medical Center (ILUC) , ILUC , TX1 , 2015/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 1 ,D,2015,December
21,University of Illinois Medical Center (ILUI) , ILUI , TX1 , 2015/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 75.0 , 0.0 , 0.0 , 0.0 , 0.0 , 25.0 , 75.0 , 0.0 , 50.0 , 25.0 , 25.0 , 0.0 , 0.0 , 75.0 , 25.0 , 0.0 , 0.0 , 25.0 , 0.0 , 50.0 , 0.0 , 50.0 , 75.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 4 ,D,2015,December
22,Indiana University Health (INIM) , INIM , TX1 , 2015/12/16 , Pancreas , 5.9 , 0.0 , 0.0 , 20.6 , 50.0 , 0.0 , 0.0 , 0.0 , 38.2 , 14.7 , 47.1 , 20.6 , 38.2 , 29.4 , 11.8 , 0.0 , 0.0 , 61.8 , 38.2 , 0.0 , 0.0 , 44.1 , 0.0 , 70.6 , 0.0 , 29.4 , 55.9 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 34 ,D,2015,December
23,Jewish Hospital (KYJH) , KYJH , TX1 , 2015/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 1 ,D,2015,December
24,Beth Israel Deaconess Medical Center (MABI) , MABI , TX1 , 2015/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 66.7 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 33.3 , 66.7 , 0.0 , 0.0 , 0.0 , 33.3 , 66.7 , 0.0 , 0.0 , 33.3 , 0.0 , 33.3 , 0.0 , 66.7 , 66.7 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 3 ,D,2015,December
25,Massachusetts General Hospital (MAMG) , MAMG , TX1 , 2015/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 33.3 , 66.7 , 0.0 , 0.0 , 0.0 , 33.3 , 33.3 , 33.3 , 0.0 , 33.3 , 66.7 , 0.0 , 0.0 , 0.0 , 33.3 , 66.7 , 0.0 , 0.0 , 66.7 , 0.0 , 0.0 , 0.0 , 100.0 , 33.3 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 3 ,D,2015,December
26,UMass Memorial Medical Center (MAUM) , MAUM , TX1 , 2015/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 1 ,D,2015,December
27,University of Maryland Medical System (MDUM) , MDUM , TX1 , 2015/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 11.1 , 33.3 , 0.0 , 0.0 , 0.0 , 44.4 , 11.1 , 44.4 , 11.1 , 55.6 , 0.0 , 33.3 , 0.0 , 0.0 , 77.8 , 22.2 , 0.0 , 0.0 , 55.6 , 0.0 , 33.3 , 0.0 , 66.7 , 44.4 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 9 ,D,2015,December
28,Henry Ford Hospital (MIHF) , MIHF , TX1 , 2015/12/16 , Pancreas , 0.0 , 25.0 , 0.0 , 0.0 , 25.0 , 0.0 , 0.0 , 0.0 , 0.0 , 25.0 , 75.0 , 0.0 , 25.0 , 0.0 , 25.0 , 50.0 , 0.0 , 75.0 , 25.0 , 0.0 , 0.0 , 25.0 , 25.0 , 75.0 , 0.0 , 25.0 , 50.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 4 ,D,2015,December
29,Rochester Methodist Hospital (Mayo Clinic) (MNMC) , MNMC , TX1 , 2015/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 57.1 , 0.0 , 0.0 , 0.0 , 28.6 , 14.3 , 57.1 , 0.0 , 71.4 , 28.6 , 0.0 , 0.0 , 0.0 , 14.3 , 85.7 , 0.0 , 0.0 , 28.6 , 0.0 , 14.3 , 0.0 , 85.7 , 71.4 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 7 ,D,2015,December
30,"University of Minnesota Medical Center, Fairview (MNUM) ", MNUM , TX1 , 2015/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 27.3 , 27.3 , 0.0 , 0.0 , 9.1 , 27.3 , 27.3 , 36.4 , 0.0 , 45.5 , 36.4 , 18.2 , 0.0 , 0.0 , 81.8 , 18.2 , 0.0 , 0.0 , 9.1 , 0.0 , 36.4 , 0.0 , 63.6 , 90.9 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 11 ,D,2015,December
31,Barnes-Jewish Hospital (MOBH) , MOBH , TX1 , 2015/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 33.3 , 0.0 , 0.0 , 0.0 , 66.7 , 33.3 , 0.0 , 33.3 , 33.3 , 33.3 , 0.0 , 0.0 , 0.0 , 66.7 , 33.3 , 0.0 , 0.0 , 33.3 , 0.0 , 66.7 , 0.0 , 33.3 , 66.7 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 3 ,D,2015,December
32,University of Mississippi Medical Center (MSUM) , MSUM , TX1 , 2015/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 100.0 , 0.0 , 0.0 , 0.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 1 ,D,2015,December
33,Wake Forest Baptist Medical Center (NCBG) , NCBG , TX1 , 2015/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 1 ,D,2015,December
34,Duke University Hospital (NCDU) , NCDU , TX1 , 2015/12/16 , Pancreas , 12.5 , 0.0 , 37.5 , 0.0 , 37.5 , 0.0 , 0.0 , 0.0 , 25.0 , 0.0 , 75.0 , 50.0 , 12.5 , 37.5 , 0.0 , 0.0 , 0.0 , 25.0 , 75.0 , 0.0 , 0.0 , 50.0 , 0.0 , 75.0 , 0.0 , 25.0 , 50.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 8 ,D,2015,December
35,Sanford Medical Center Fargo (NDSL) , NDSL , TX1 , 2015/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 1 ,D,2015,December
36,The Nebraska Medical Center (NEUN) , NEUN , TX1 , 2015/12/16 , Pancreas , 22.7 , 4.5 , 18.2 , 31.8 , 13.6 , 0.0 , 0.0 , 0.0 , 13.6 , 22.7 , 63.6 , 45.5 , 27.3 , 9.1 , 18.2 , 0.0 , 0.0 , 36.4 , 63.6 , 0.0 , 4.5 , 13.6 , 9.1 , 63.6 , 0.0 , 36.4 , 72.7 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 22 ,D,2015,December
37,Mary Hitchcock Memorial Hospital (NHDH) , NHDH , TX1 , 2015/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 25.0 , 25.0 , 0.0 , 0.0 , 0.0 , 50.0 , 0.0 , 50.0 , 0.0 , 25.0 , 25.0 , 50.0 , 0.0 , 0.0 , 75.0 , 25.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 4 ,D,2015,December
38,Robert Wood Johnson University Hospital (NJRW) , NJRW , TX1 , 2015/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 50.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 50.0 , 50.0 , 0.0 , 0.0 , 0.0 , 50.0 , 50.0 , 0.0 , 0.0 , 50.0 , 0.0 , 50.0 , 0.0 , 50.0 , 50.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 2 ,D,2015,December
39,NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP) , NYCP , TX1 , 2015/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 25.0 , 25.0 , 0.0 , 0.0 , 0.0 , 25.0 , 25.0 , 50.0 , 0.0 , 75.0 , 25.0 , 0.0 , 0.0 , 0.0 , 50.0 , 50.0 , 0.0 , 0.0 , 0.0 , 0.0 , 25.0 , 0.0 , 75.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 4 ,D,2015,December
40,Montefiore Medical Center (NYMA) , NYMA , TX1 , 2015/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 1 ,D,2015,December
41,Mount Sinai Medical Center (NYMS) , NYMS , TX1 , 2015/12/16 , Pancreas , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 1 ,D,2015,December
42,New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY) , NYNY , TX1 , 2015/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 1 ,D,2015,December
43,The Cleveland Clinic Foundation (OHCC) , OHCC , TX1 , 2015/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 66.7 , 0.0 , 0.0 , 0.0 , 33.3 , 16.7 , 50.0 , 16.7 , 66.7 , 0.0 , 16.7 , 0.0 , 0.0 , 50.0 , 50.0 , 0.0 , 0.0 , 16.7 , 0.0 , 66.7 , 0.0 , 33.3 , 83.3 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 6 ,D,2015,December
44,Children's Hospital Medical Center (OHCM) , OHCM , TX1 , 2015/12/16 , Pancreas , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 100.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 1 ,D,2015,December
45,Ohio State University Medical Center (OHOU) , OHOU , TX1 , 2015/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 1 ,D,2015,December
46,University of Cincinnati  Medical Center (OHUC) , OHUC , TX1 , 2015/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 1 ,D,2015,December
47,OU Medical Center (OKMD) , OKMD , TX1 , 2015/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 50.0 , 0.0 , 0.0 , 0.0 , 50.0 , 0.0 , 50.0 , 50.0 , 0.0 , 50.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 50.0 , 0.0 , 0.0 , 100.0 , 50.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 2 ,D,2015,December
48,Allegheny General Hospital (PAAG) , PAAG , TX1 , 2015/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 50.0 , 50.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 2 ,D,2015,December
49,Children's Hospital of Pittsburgh of UPMC (PACH) , PACH , TX1 , 2015/12/16 , Pancreas , 50.0 , 0.0 , 0.0 , 50.0 , 0.0 , 0.0 , 0.0 , 50.0 , 0.0 , 0.0 , 50.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 50.0 , 0.0 , 50.0 , 0.0 , 50.0 , 50.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 2 ,D,2015,December
50,Geisinger Medical Center (PAGM) , PAGM , TX1 , 2015/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 100.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 1 ,D,2015,December
51,University of Pittsburgh Medical Center (PAPT) , PAPT , TX1 , 2015/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 50.0 , 50.0 , 0.0 , 0.0 , 0.0 , 50.0 , 50.0 , 0.0 , 0.0 , 50.0 , 50.0 , 0.0 , 0.0 , 0.0 , 50.0 , 50.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 2 ,D,2015,December
52,Thomas Jefferson University Hospital (PATJ) , PATJ , TX1 , 2015/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 1 ,D,2015,December
53,Medical University of South Carolina (SCMU) , SCMU , TX1 , 2015/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 25.0 , 75.0 , 0.0 , 0.0 , 50.0 , 25.0 , 25.0 , 0.0 , 0.0 , 50.0 , 50.0 , 0.0 , 0.0 , 25.0 , 0.0 , 25.0 , 0.0 , 75.0 , 75.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 4 ,D,2015,December
54,Methodist University Hospital (TNMH) , TNMH , TX1 , 2015/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 1 ,D,2015,December
55,Baylor All Saints Medical Center (TXAS) , TXAS , TX1 , 2015/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 1 ,D,2015,December
56,Methodist Specialty and Transplant Hospital (TXHS) , TXHS , TX1 , 2015/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 1 ,D,2015,December
57,The Methodist Hospital (TXMH) , TXMH , TX1 , 2015/12/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 1 ,D,2015,December
