ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,GSR_AD_OBS_C1M,GSR_AD_OBS_C1Y,GSR_AD_OBS_C3Y,GSR_AD_ACT_C1M,GSR_AD_ACT_C1Y,GSR_AD_ACT_C3Y,GSR_AD_ADJ_C1M,GSR_AD_ADJ_C1Y,GSR_AD_ADJ_C3Y,GSR_AD_EXP_C1M,GSR_AD_EXP_C1Y,GSR_AD_EXP_C3Y,GSR_AD_N_C1M,GSR_AD_N_C1Y,GSR_AD_N_C3Y,GSR_P0_OBS_C1M,GSR_P0_OBS_C1Y,GSR_P0_OBS_C3Y,GSR_P0_ACT_C1M,GSR_P0_ACT_C1Y,GSR_P0_ADJ_C1M,GSR_P0_ADJ_C1Y,GSR_P0_ADJ_C3Y,GSR_P0_EXP_C1M,GSR_P0_EXP_C1Y,GSR_P0_EXP_C3Y,GSR_P0_N_C1M,GSR_P0_N_C1Y,YEAR,MONTH
Henry Ford Hospital (MIHF),MIHF,TX1,2023-01-05 18:00:00,KI,5,11,15,97.4768113406857,92.9292200276586,89.1122040256877,98.5891191276226,94.374633100429,91.1817192754607,2.79309474359088,8.29772508047983,17.3115540366517,200,200,274,0,0,1,0,0,0,0,89.0145480154427,0,0,0.0777525477114367,0,0,2022,11
Harper University Hospital Detroit Medical Center (MIHH),MIHH,TX1,2023-01-05 18:00:00,KI,0,1,8,100,97.4358974358974,87.7222930942738,98.6125615411708,94.1685196011887,90.4721910455112,0.670098862263564,2.26252663792113,4.9472629637425,49,49,75,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
St John Hospital and Medical Center (MISJ),MISJ,TX1,2023-01-05 18:00:00,KI,0,2,8,100,96.2406015037594,89.8678423315749,98.665471955968,94.5586578999462,91.0158735551996,0.837640597262771,2.42820507771644,6.04779051957051,65,65,93,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
Mercy Health Saint Mary?s (MISM),MISM,TX1,2023-01-05 18:00:00,KI,2,5,29,98.9304812834225,96.8782757557933,86.4651424207553,98.3661765913036,93.451608930661,88.9882968129609,3.04729056439147,9.76117203411934,18.7668145549742,187,187,248,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
University of Michigan Medical Center (MIUM),MIUM,TX1,2023-01-05 18:00:00,KI,10,19,30,97.7821126504585,94.5561773385598,90.4993525612364,98.6527196475405,94.5135909599908,91.8131929204316,6.03606394523032,18.7861239615586,22.3483924811672,455,455,409,0,0,2,100,100,98.9145001802528,97.884740743241,95.2676143874862,0.322447605286883,0.541244864919272,0.749218271300161,30,30,2022,11
Abbott Northwestern Hospital (MNAN),MNAN,TX1,2023-01-05 18:00:00,KI,0,1,4,100,97.7777777777778,94.2028985507246,98.7742718535484,95.1182803712761,91.1144059794242,0.6100243637433,1.87518019282999,4.69725294599936,50,50,69,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
Hennepin County Medical Center (MNHC),MNHC,TX1,2023-01-05 18:00:00,KI,0,2,5,100,97.2134038800705,95.9491711003161,98.6744931772694,94.5507128591816,91.0730236528907,1.55856856159085,4.7827144566401,8.16047749327895,119,119,131,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
Rochester Methodist Hospital (Mayo Clinic) (MNMC),MNMC,TX1,2023-01-05 18:00:00,KI,4,16,12,99.2472491930758,95.1778962230027,95.9950204551202,98.9347082953804,96.0198521346008,93.8052508839167,5.67377828161148,16.5563356567684,22.1058458588274,538,538,531,0,0,0,100,100,98.9283644905906,97.8730370922685,95.3218899169515,0.183209298517051,0.297409289650482,0.542441794825323,17,17,2022,11
"University of Minnesota Medical Center, Fairview (MNUM)",MNUM,TX1,2023-01-05 18:00:00,KI,5,10,27,98.5851012542574,96.6773098100871,90.5929979937097,98.7116664477618,94.9537753132448,91.4865645435172,4.54319221456332,13.3929801618685,21.1319864610516,356,356,360,0,1,2,100,95.8333333333333,98.904252646525,97.8933912678728,95.3420024366487,0.49949801907177,0.819680746518826,1.22773148611781,46,46,2022,11
Barnes-Jewish Hospital (MOBH),MOBH,TX1,2023-01-05 18:00:00,KI,10,21,33,98.3972842154871,95.1452243811655,91.769254122114,98.4188067608511,93.5236534783095,90.3749484654819,9.87647456633344,31.3062313874726,39.5024851086698,631,631,591,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
Cardinal Glennon Children's Hospital (MOCG),MOCG,TX1,2023-01-05 18:00:00,KI,0,0,0,0,0,100,0,0,96.3264336659529,0,0,0.0242273757154262,0,0,1,0,0,0,100,100,99.091270137059,97.7355191933421,94.3454573361622,0.146081288213581,0.318357139614286,0.275035525339555,16,16,2022,11
St. Louis Children's Hospital (MOCH),MOCH,TX1,2023-01-05 18:00:00,KI,0,0,0,100,100,0,99.430476380879,97.5311206644742,0,0.00571151588942332,0.0249986726111012,0,1,1,0,0,0,0,100,100,98.9765247265006,97.83238230468,94.6257178294767,0.195512453205425,0.358525458167257,0.57353104923258,19,19,2022,11
Children's Mercy Hospital (MOCM),MOCM,TX1,2023-01-05 18:00:00,KI,0,0,0,0,0,100,0,0,93.723666820894,0,0,0.02939332451447,0,0,1,0,0,0,100,100,98.894859073941,97.9013209154519,93.8647029837337,0.26605176661447,0.400442000712862,1.61555977001482,24,24,2022,11
St Luke's Hospital of Kansas City (MOLH),MOLH,TX1,2023-01-05 18:00:00,KI,6,27,17,98.0319485235721,87.9093611823358,91.2045737940799,98.1174100928683,92.1674336663415,88.7377163872617,5.72385097955952,18.394417527263,18.2688951760657,308,308,251,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
Research Medical Center (MORH),MORH,TX1,2023-01-05 18:00:00,KI,1,4,11,98.7951807228916,94.6330777656079,91.3343317480335,98.2457215631599,92.7194236994747,90.6078614637095,1.4701994775171,5.39189966726986,11.8477890257439,83,83,184,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
SSM Health Saint Louis University Hospital (MOSL),MOSL,TX1,2023-01-05 18:00:00,KI,0,5,8,100,93.516146016146,92.9157309119502,98.547008988676,94.000252493217,89.4613475377174,2.07380058723503,6.70477346091877,10.0512733210501,144,144,138,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
University of Missouri Hospital and Clinics (MOUM),MOUM,TX1,2023-01-05 18:00:00,KI,1,1,7,96.1538461538462,96.1538461538462,42.6480836236934,98.8365910194805,95.3114093203325,91.9497954520003,0.284264605833497,0.82174671432376,2.05941821395474,27,27,41,0,0,1,100,100,99.1501934559944,97.6857786767092,94.0926185390272,0.00853437987951641,0.0163508635454532,0.231263443585948,1,1,2022,11
University of Mississippi Medical Center (MSUM),MSUM,TX1,2023-01-05 18:00:00,KI,9,19,20,96.6547175809068,90.9252243650339,92.1686977550801,98.2646856505953,92.7535947416371,88.264042627423,4.57529678158312,14.915468836823,24.6783728839561,271,271,296,0,1,1,100,87.5,99.0644868102702,97.7581285190844,92.6728814667289,0.10125204520779,0.207426403264812,0.196546038478452,11,11,2022,11
Wake Forest Baptist Medical Center (NCBG),NCBG,TX1,2023-01-05 18:00:00,KI,13,33,23,97.2419988606006,90.385034844794,92.6743263960639,98.105248703466,92.1935672876911,87.1478201001288,8.80082695007104,27.2360240134815,37.446964091942,473,473,417,0,0,1,100,100,99.0087774905495,97.8051559166283,94.9420680070496,0.0996406140071411,0.174445229923392,0.735229808536981,10,10,2022,11
Carolinas Medical Center (NCCM),NCCM,TX1,2023-01-05 18:00:00,KI,5,9,7,97.9685528604597,95.0928352194205,97.2187281621244,98.8448801051753,95.2479354626718,92.4055485245716,2.84126839831689,8.69056079054432,14.0972576299903,252,252,265,1,2,0,94.1176470588235,88.2352941176471,99.0392789732925,97.7794078844888,93.1258844214273,0.164146878234415,0.322110669007279,0.860170575379218,17,17,2022,11
Duke University Hospital (NCDU),NCDU,TX1,2023-01-05 18:00:00,KI,11,21,26,97.4415709354309,94.4845829424831,91.2602588835227,98.3980356582728,93.4479383668046,89.9765456109626,6.74494872540396,21.3606143067185,25.0445013647717,431,431,365,0,0,3,100,100,98.9838217319415,97.8262224883787,95.9505248716262,0.173678088375733,0.32127423364728,0.294334012474776,17,17,2022,11
Vidant Medical Center (NCEC),NCEC,TX1,2023-01-05 18:00:00,KI,1,7,19,99.4475138121547,92.8917437030242,87.2412147454192,98.2161431014498,92.5741839474636,88.3811325691797,3.24468220241151,9.96131648276323,15.5752249715559,183,183,184,0,0,0,100,100,99.1501934559944,97.6857786767092,94.1305756946753,0.0256031396385492,0.0552402690218625,0.184610441845711,3,3,2022,11
University of North Carolina Hospitals (NCMH),NCMH,TX1,2023-01-05 18:00:00,KI,2,15,11,99.3019133198851,93.8937299628063,93.5657941223371,98.6469386109165,94.4810112436178,91.1619533414628,3.92984028178994,13.0371880479823,13.2320739187931,291,291,212,0,0,1,100,100,99.0370606836385,97.7812804686444,93.7503076159894,0.237644047744547,0.402133709336488,1.38631671261545,25,25,2022,11
Sanford Bismarck Medical Center (NDMC),NDMC,TX1,2023-01-05 18:00:00,KI,3,6,6,91.6666666666667,79.9406748238784,88.6792452830189,98.7520964502498,95.1443634861086,92.0624842578031,0.434224840345532,1.26393087944139,2.81623698495729,36,36,53,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
Sanford Medical Center Fargo (NDSL),NDSL,TX1,2023-01-05 18:00:00,KI,1,2,5,98,95.8695652173913,75.5555555555555,98.7314744041638,94.8141544992262,91.4040642014762,0.634620175942793,2.08465619830491,3.26046673088041,50,50,54,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
The Nebraska Medical Center (NEUN),NEUN,TX1,2023-01-05 18:00:00,KI,6,20,22,98.1101838102535,91.6848018362517,90.6792488341876,98.5006980035279,93.8075688066246,91.2974988859264,4.69417113993503,15.213444297998,19.8613952883071,318,318,335,0,0,0,100,100,98.9616388354012,97.8449483299346,95.352141886037,0.1044062190778,0.190780758059477,0.584805405428462,10,10,2022,11
Mary Hitchcock Memorial Hospital (NHDH),NHDH,TX1,2023-01-05 18:00:00,KI,0,0,0,100,100,100,98.8951786043567,95.7726672133649,93.6680976231974,0.610755925008414,1.83200113446051,1.79574764661647,56,56,45,0,0,0,100,100,99.1501934559944,97.6857786767092,96.7378559163588,0.0341375195180656,0.0611181046005525,0.0331653822008791,4,4,2022,11
Hackensack University Medical Center (NJHK),NJHK,TX1,2023-01-05 18:00:00,KI,2,12,9,99.2982456140351,94.8592818706768,91.0237059426957,98.3795963134768,93.4057553331274,90.1502828473892,4.6113046306819,14.7292683109663,12.4024413087619,288,288,190,1,2,0,94.1176470588235,87.843137254902,98.9283644905906,97.8730370922685,93.8141636703799,0.176477537847741,0.294191733803491,0.330867676057535,17,17,2022,11
Our Lady of Lourdes Medical Center (NJLL),NJLL,TX1,2023-01-05 18:00:00,KI,2,5,3,97.8587962962963,93.0251372061717,95.2145061728395,98.1942889783626,92.5158755511904,90.4105957227083,1.73885930245162,5.0180177667373,5.55500017293914,96,96,82,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
Robert Wood Johnson University Hospital (NJRW),NJRW,TX1,2023-01-05 18:00:00,KI,0,8,6,100,91.2332673901956,91.3095238095238,98.4846602069344,93.8625940681162,87.9917367438855,1.88928376530104,5.72906561331329,6.94771392761121,124,124,84,0,0,1,100,100,98.9930646055,97.818420054397,94.0804396675044,0.0607374894184164,0.12630574120259,0.143310261824374,6,6,2022,11
Saint Barnabas Medical Center (NJSB),NJSB,TX1,2023-01-05 18:00:00,KI,22,47,49,97.1540916823602,92.9526180720684,91.1644841034485,98.5312119197522,94.1331144187052,91.6943114672,11.2781713561971,34.6786654967891,44.2664377402615,781,781,765,0,0,1,100,100,99.0261443634988,97.7904955538312,93.3671304985649,0.185981243064107,0.356112998880707,0.8627744842375,19,19,2022,11
"University Hospital, University of New Mexico Health Sciences Center (NMAQ)",NMAQ,TX1,2023-01-05 18:00:00,KI,0,3,7,100,95.7094904867562,92.5466703817219,98.3328294515259,93.0938016055989,91.2668046744445,1.61674619387887,5.53491973530205,5.99924031777373,97,97,97,1,1,0,66.6666666666667,66.6666666666667,99.1501934559944,97.6857786767092,93.8542435209361,0.0213100491109958,0.0361898679049924,0.39101764422512,3,3,2022,11
Presbyterian Hospital (NMPH),NMPH,TX1,2023-01-05 18:00:00,KI,0,3,7,100,96.3657978966621,90.8181661584637,98.626783915889,94.286464647981,91.6638293408001,1.34825950267517,3.99576461865581,5.70619895003471,99,99,104,0,0,0,0,0,0,0,93.9453236426097,0,0,0.052692207754883,0,0,2022,11
University Medical Center of Southern Nevada (NVUM),NVUM,TX1,2023-01-05 18:00:00,KI,1,6,6,99.5850622406639,97.2612460019592,94.9733618031926,98.5443193444415,93.8589184777811,92.8980062846542,3.57003817055138,13.3648774483184,7.32161945462441,244,244,139,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
Albany Medical Center Hospital (NYAM),NYAM,TX1,2023-01-05 18:00:00,KI,0,3,1,100,96.4337041299067,99.2481203007519,98.5293581240103,93.8455432919851,91.4485081154565,1.82894722181119,5.87270674798445,8.10257811097961,124,124,133,0,0,0,100,100,98.9930646055,97.818420054397,93.6573593407245,0.0607374894184164,0.11924240607453,0.160567415878966,6,6,2022,11
Long Island Jewish Medical Center-Cohen Children's Medical Center (NYCC),NYCC,TX1,2023-01-05 18:00:00,KI,0,0,0,0,0,100,0,0,95.3934512058659,0,0,0.0399017133581076,0,0,1,3,3,1,82.962962962963,82.962962962963,98.966876463751,97.8405269506783,93.973225196064,0.164256329603647,0.298646563702039,0.626248598341713,18,18,2022,11
NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP),NYCP,TX1,2023-01-05 18:00:00,KI,10,18,35,97.7476247904714,95.301579161281,89.2749553936288,98.6652515929399,94.7510082965036,91.6870709728339,5.82588687883753,17.7964444259618,26.5980249564647,449,449,471,1,1,0,92.8571428571429,92.8571428571429,98.8808297122898,97.9131638956026,94.8171565573459,0.153313068350948,0.247577813308888,0.467862747867562,14,14,2022,11
"State University of New York, Downstate Medical Center (NYDS)",NYDS,TX1,2023-01-05 18:00:00,KI,0,2,30,100,95.5555555555555,64.9634620325765,97.9542984161671,91.3940983854939,85.5229241081618,0.931571863783624,2.74661978416474,12.228012251108,45,45,120,0,0,1,100,100,99.1501934559944,97.6857786767092,90.4215221648246,0.00853437987951641,0.023414198673513,0.277671221307068,1,1,2022,11
Erie County Medical Center (NYEC),NYEC,TX1,2023-01-05 18:00:00,KI,7,32,43,97.5884125956042,85.7785268684716,82.4384206984906,98.0822830966665,91.9932254083923,87.912803084999,5.70022084205673,18.3302276513242,28.1160611889035,300,300,338,0,0,0,0,0,0,0,91.0566513942542,0,0,0.187393276775685,0,0,2022,11
"Strong Memorial Hospital, University of Rochester Medical Center (NYFL)",NYFL,TX1,2023-01-05 18:00:00,KI,7,16,11,96.8934871188856,91.4520270174948,91.4825472586443,98.6175268456072,94.4870799156025,90.6741591284552,3.08834573992949,9.59739230222013,12.5014679888651,228,228,199,0,0,0,100,100,98.6788069045113,98.0837028097727,92.5936257903539,0.0132999849501754,0.0193489615583625,0.133503358150648,1,1,2022,11
Montefiore Medical Center (NYMA),NYMA,TX1,2023-01-05 18:00:00,KI,3,8,27,98.9953579392891,96.3414477857722,88.060177516697,98.4055326936711,93.5262789387301,89.3484322076703,4.84994911695659,14.7903090089383,24.6063985753369,305,305,339,0,0,1,100,100,99.1187676858955,97.7123069522468,93.7849165095103,0.132781303263405,0.26869790804101,1.11601245013672,15,15,2022,11
Mount Sinai Medical Center (NYMS),NYMS,TX1,2023-01-05 18:00:00,KI,9,19,20,97.9793930947505,95.0685832754371,90.7949664984308,98.5482696133503,94.173822623355,92.4190970635682,6.39940018390694,20.7951113391,20.93277299292,447,447,399,0,0,4,100,100,98.9481706482159,97.8563175908793,94.5203861398646,0.222112423105776,0.383910046155922,1.28504271228037,21,21,2022,11
North Shore University Hospital/Northwell Health (NYNS),NYNS,TX1,2023-01-05 18:00:00,KI,3,9,11,98.8204046558863,95.4789883961776,94.1242139425101,98.4494052221731,93.8073348093384,89.930621474583,3.9038283677935,11.5325658329494,14.8894113662999,255,255,219,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY),NYNY,TX1,2023-01-05 18:00:00,KI,6,21,42,98.9365689791509,95.4692645499881,89.1278218602369,98.5451348830492,94.3199803637147,90.3793662956831,8.27986195148947,25.7173161022075,34.382297537153,572,572,552,0,0,1,100,100,98.9145001802528,97.884740743241,93.9622339437591,0.0873374593187672,0.149780711102941,0.23442808650679,8,8,2022,11
University Hospital of State University of New York at Stony Brook (NYSB),NYSB,TX1,2023-01-05 18:00:00,KI,1,10,17,99.4708994708995,92.7123957758919,87.4319188586839,98.2745137019824,92.905447801441,89.0417029334752,3.32455882683098,11.1058850409236,14.9637191752927,194,194,187,0,0,0,100,100,98.9930646055,97.818420054397,94.8329545664951,0.0269759194267605,0.0567355570147537,0.0499066198555,3,3,2022,11
New York University Medical Center (NYUC),NYUC,TX1,2023-01-05 18:00:00,KI,9,26,18,98.3497193141752,94.0431479083782,93.3866446898812,98.1503456985529,92.505813897334,87.6938599467508,10.0879129033559,33.6935791268401,35.9424062848035,552,552,394,0,0,0,100,100,98.9145001802528,97.884740743241,95.6001762500551,0.0873374593187672,0.171052640927502,0.123949581363566,8,8,2022,11
State University of New York Upstate Medical University (NYUM),NYUM,TX1,2023-01-05 18:00:00,KI,2,8,19,98.7096774193548,93.6971140353981,89.9538090961093,98.4932687350231,93.8296495347648,89.7745957879397,2.30100797481095,7.09121680166645,13.8566232096388,155,155,198,0,0,0,100,100,98.8930735188218,97.9028282038347,93.16416120302,0.122471809098634,0.193827827508999,0.491380099025472,11,11,2022,11
James J. Peters VA Medical Center (NYVA),NYVA,TX1,2023-01-05 18:00:00,KI,0,3,1,100,86.7630700778643,92.3076923076923,98.279508253899,92.8591187716817,92.0260171180518,0.556180030747569,1.88914759993876,0.679572350606965,32,32,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
Westchester Medical Center (NYWC),NYWC,TX1,2023-01-05 18:00:00,KI,1,7,20,98.9795918367347,91.5077139324641,82.8981744421907,98.5532853286448,94.0423251470833,90.167520983628,1.45180596847084,4.4663204492142,8.66032465284445,100,100,140,0,0,0,100,100,99.1501934559944,97.6857786767092,94.3571652963984,0.0341375195180656,0.0808339054027303,0.380131248527167,4,4,2022,11
The Cleveland Clinic Foundation (OHCC),OHCC,TX1,2023-01-05 18:00:00,KI,1,22,15,99.7995991983968,94.3181481522181,93.7358530576042,98.5741507190267,94.1861777375073,91.4366453707038,7.32192036115051,23.2931512755054,21.7244221053608,515,515,393,0,0,1,100,100,99.0087774905495,97.8051559166283,91.8188229221831,0.0996406140071411,0.179843668175951,0.763070740177333,10,10,2022,11
Nationwide Children's Hospital (OHCH),OHCH,TX1,2023-01-05 18:00:00,KI,0,0,1,100,100,50,99.5793182147883,98.6425562199013,96.2804160798641,0.00843178812896193,0.012155365762495,0.0386967309641321,2,2,2,0,0,0,100,100,99.0087774905495,97.8051559166283,94.0388402514544,0.0996406140071411,0.181561527557086,0.57149572330609,10,10,2022,11
Children's Hospital Medical Center (OHCM),OHCM,TX1,2023-01-05 18:00:00,KI,0,0,0,100,100,0,99.4012026748141,97.4055028972089,0,0.00600597305455298,0.00816462484217493,0,1,1,0,1,1,3,98.3870967741936,98.3870967741936,98.9807889140552,97.8287826620289,95.1868832598255,0.654356796089225,1.1360711430659,1.75247337229917,64,64,2022,11
University of Toledo Medical Center (OHCO),OHCO,TX1,2023-01-05 18:00:00,KI,7,16,15,97.7665511732609,93.8245723771694,89.7589248765964,97.9328124451209,91.4171327475163,90.8770388939888,6.46881449601031,22.3286045537102,11.6626213145704,314,314,198,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
Ohio State University Medical Center (OHOU),OHOU,TX1,2023-01-05 18:00:00,KI,5,31,40,99.2591488961415,93.7577886448389,90.2710609896754,98.5438058074368,94.0765052879877,91.3498509773647,9.86542144520371,31.4443451053212,37.9576335568431,680,680,634,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
The Christ Hospital (OHTC),OHTC,TX1,2023-01-05 18:00:00,KI,4,7,3,97.1777852230937,93.9083355200952,97.9854582503589,98.6445750385373,94.6831866580086,92.5957152884247,1.91626833098781,5.87296542213463,8.24159283129167,144,144,151,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
University of Cincinnati  Medical Center (OHUC),OHUC,TX1,2023-01-05 18:00:00,KI,4,17,21,98.8786015683413,94.0906076382672,91.0683844568332,98.499945934169,93.8728549433071,90.8758610943974,5.3480182577454,16.6143095525477,21.8716162144025,360,360,357,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
University Hospitals of Cleveland (OHUH),OHUH,TX1,2023-01-05 18:00:00,KI,4,18,22,98.8032481967064,92.8159789306963,88.400034601033,98.4072684258537,93.4536086913762,89.0573729151602,5.3320307479161,17.3432108848081,18.3785498329708,336,336,240,0,0,0,100,100,99.1501934559944,97.6857786767092,94.951402437629,0.0512062792770985,0.110987000296836,0.169709348778635,6,6,2022,11
Integris Baptist Medical Center (OKBC),OKBC,TX1,2023-01-05 18:00:00,KI,2,12,23,98.9069069069069,92.3411257773746,86.0777415405236,98.7229485703531,94.7274853909973,90.6334867203894,2.34640627319456,7.34405819411664,14.5238118845599,185,185,228,0,0,0,100,100,99.1501934559944,97.6857786767092,93.2472111340796,0.0170687597590328,0.0314714719595578,0.0774596229508363,2,2,2022,11
OU Medical Center (OKMD),OKMD,TX1,2023-01-05 18:00:00,KI,2,7,5,97.3684210526316,90.0855245772589,95,98.4384949060334,93.6233117977064,90.1626234360799,1.18306599182584,3.94666423515033,7.22909459296236,77,77,100,0,0,1,100,100,99.0087774905495,97.8051559166283,94.2129587131311,0.199281228014282,0.39908548385228,0.480763490978044,20,20,2022,11
St John Medical Center (OKSJ),OKSJ,TX1,2023-01-05 18:00:00,KI,3,6,2,97.8452670912694,94.6285015258249,98.1481481481481,98.6076681222032,94.2284105446021,91.3697552425796,1.95554964692683,6.13442243269338,6.52157912354913,142,142,108,0,0,0,100,100,99.1501934559944,97.6857786767092,0,0.00853437987951641,0.0163508635454532,0,1,1,2022,11
Legacy Good Samaritan Hospital and Medical Center (ORGS),ORGS,TX1,2023-01-05 18:00:00,KI,4,9,17,98.1719744754548,95.1414166139904,88.3004980196551,98.9107926090243,95.6929934581761,92.67960088091,2.37429960291567,7.10668648730728,11.0588030209308,223,223,227,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
Oregon Health & Science University (ORUO),ORUO,TX1,2023-01-05 18:00:00,KI,4,12,13,98.7096774193548,94.409595528311,93.2371634649718,98.6559002111251,94.4105390522971,92.139771753956,4.13351240739723,13.2128334146316,13.0054406896606,310,310,250,0,0,0,100,100,98.9616388354012,97.8449483299346,94.9266384623173,0.2088124381556,0.333959938161789,0.844156450340767,20,20,2022,11
