ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,GSR_AD_OBS_C1M,GSR_AD_OBS_C1Y,GSR_AD_OBS_C3Y,GSR_AD_ACT_C1M,GSR_AD_ACT_C1Y,GSR_AD_ACT_C3Y,GSR_AD_ADJ_C1M,GSR_AD_ADJ_C1Y,GSR_AD_ADJ_C3Y,GSR_AD_EXP_C1M,GSR_AD_EXP_C1Y,GSR_AD_EXP_C3Y,GSR_AD_N_C1M,GSR_AD_N_C1Y,GSR_AD_N_C3Y,GSR_P0_OBS_C1M,GSR_P0_OBS_C1Y,GSR_P0_OBS_C3Y,GSR_P0_ACT_C1M,GSR_P0_ACT_C1Y,GSR_P0_ACT_C3Y,GSR_P0_ADJ_C1M,GSR_P0_ADJ_C1Y,GSR_P0_ADJ_C3Y,GSR_P0_EXP_C1M,GSR_P0_EXP_C1Y,GSR_P0_EXP_C3Y,GSR_P0_N_C1M,GSR_P0_N_C1Y,YEAR,MONTH
University of Pittsburgh Medical Center (PAPT),PAPT,TX1,2022-07-06 19:00:00,LU,3,19,41,98.0385318905243,83.2531031853422,73.2318411601781,97.5530634107184,87.7375954457277,70.3351303055816,3.83435802107202,14.0522022777516,43.066933878191,157,157,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5
Temple University Hospital (PATU),PATU,TX1,2022-07-06 19:00:00,LU,2,24,88,99.3670886075949,87.8229793787392,67.4858512803519,97.7644475085401,88.6613696793308,71.1054796365579,7.19437502726344,27.9405396339835,71.4805820010662,326,326,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5
Hospital of the University of Pennsylvania (PAUP),PAUP,TX1,2022-07-06 19:00:00,LU,5,18,51,96.9542559351476,87.0669153191278,74.1677321668574,97.5159371019019,87.5126818655788,72.7451163708279,4.04183845521302,15.6804577966218,53.1731487290656,165,165,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5
Medical University of South Carolina (SCMU),SCMU,TX1,2022-07-06 19:00:00,LU,0,2,10,100,91.0714285714286,71.0526315789474,97.9630842361149,89.6211308950379,74.7400610802949,0.738603117662878,2.87885299080493,6.91620433671157,36,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5
Vanderbilt University Medical Center (TNVU),TNVU,TX1,2022-07-06 19:00:00,LU,1,5,7,98.8372093023256,93.9515976555114,87.5921375921376,97.987739479754,89.7411752705923,75.916145698965,1.78152478447643,6.64322365716768,13.8514058846933,88,88,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5
"University Hospital, University of Texas Health Science Center (TXBC)",TXBC,TX1,2022-07-06 19:00:00,LU,1,5,5,97.6190476190476,85.0062798720156,90.3097426627455,97.7553028804996,88.6288847078604,75.9506761663047,0.931781098258503,3.41795061859972,12.7812290540461,42,42,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5
"Memorial Hermann Hospital, University of Texas at Houston (TXHH)",TXHH,TX1,2022-07-06 19:00:00,LU,1,4,5,97.0588235294118,81.6430020283976,68.7830687830688,97.8277972953326,88.9687542187065,71.3458743391548,0.768270644397088,2.78178176822626,4.18991833111462,37,37,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5
CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI),TXHI,TX1,2022-07-06 19:00:00,LU,2,7,33,98.0769230769231,84.7133407188679,54.5226270935183,97.7719997887946,88.7558609053689,73.9287679543869,2.26803508052836,8.1250018324905,21.0217587143629,104,104,103,0,0,0,100,100,0,96.7796574112497,90.9251325430296,0,0.0327333645005454,0.067355959620098,0,1,1,2022,5
Houston Methodist Hospital (TXMH),TXMH,TX1,2022-07-06 19:00:00,LU,1,3,22,99.2307692307692,94.5190107375462,79.5071904935312,97.9699568225607,89.6494738410755,73.7373045328626,2.60472818468458,9.4918834269328,36.1418324937543,130,130,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5
UT Southwestern Medical Center/ (TXSP),TXSP,TX1,2022-07-06 19:00:00,LU,1,6,38,99.1379310344828,93.4269949398823,70.9189745592654,97.869167613705,89.1657905304841,74.3865931343129,2.46135764234466,9.45234563331476,37.1535248141642,116,116,174,0,0,0,0,0,100,0,0,58.0189288498537,0,0,0.44701675426881,0,0,2022,5
Texas Children's Hospital (TXTC),TXTC,TX1,2022-07-06 19:00:00,LU,0,0,0,100,100,0,98.1770350085796,90.6534777590234,0,0.018397857360141,0.0610366464244596,0,1,1,0,0,1,3,100,96,81.1594202898551,96.7796574112497,90.9251325430296,58.0189288498537,0.85106747701418,1.96171246646242,8.93867314244552,26,26,2022,5
Baylor University Medical Center (TXTX),TXTX,TX1,2022-07-06 19:00:00,LU,3,9,19,96.0863460863461,84.2445555987223,70.2972091572597,97.8301637350267,88.9962285604679,74.4143832238172,1.62706489600816,6.36194268474986,21.0228155658797,78,78,100,0,0,0,0,0,100,0,0,58.0189288498537,0,0,0.324503417451782,0,0,2022,5
University of Utah Medical Center (UTMC),UTMC,TX1,2022-07-06 19:00:00,LU,0,1,15,100,96,64.0050505050505,97.7275534185616,88.5125105690812,70.740982114441,0.575303964120033,2.07224023967775,8.63563735929889,25,25,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5
Inova Fairfax Hospital (VAFH),VAFH,TX1,2022-07-06 19:00:00,LU,0,4,15,100,88.9197486904366,68.7338501291989,97.6210455875707,87.982738908906,73.5422233683034,1.59844671160037,5.74252752513794,10.93432948682,67,67,55,0,0,0,100,100,0,96.7796574112497,90.9251325430296,0,0.0327333645005454,0.067355959620098,0,1,1,2022,5
University of Virginia Health Sciences Center (VAUV),VAUV,TX1,2022-07-06 19:00:00,LU,2,4,16,96.6666666666667,93.0162188332123,71.6441207075962,97.6835975639353,88.3005006863808,73.7862736014079,1.36484616092452,5.5852080696322,12.1319862179023,60,60,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5
University of Washington Medical Center (WAUW),WAUW,TX1,2022-07-06 19:00:00,LU,3,8,21,97.6802884615385,91.4473363020658,81.6568339902331,97.9384617150591,89.5082840946091,75.8131969878858,2.62102443404559,9.65074054191459,24.5769978936943,130,130,126,0,0,0,100,100,0,96.7796574112497,90.9251325430296,0,0.0654667290010908,0.162489697017974,0,2,2,2022,5
Froedtert Memorial Lutheran Hospital (WISE),WISE,TX1,2022-07-06 19:00:00,LU,0,1,7,100,66.6666666666667,74.6666666666667,97.9969669707,89.7707428742627,73.3585929799641,0.0607017696022722,0.255658946976616,5.88230115117673,3,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5
University of Wisconsin Hospital and Clinics (WIUW),WIUW,TX1,2022-07-06 19:00:00,LU,3,11,9,96.4705882352941,84.2131009919255,82.081341430887,97.8601896782504,89.1236272686137,75.5776897225983,1.86540855888051,7.1364181080815,12.9010703592543,88,88,61,0,0,1,100,100,0,96.7796574112497,90.9251325430296,58.0189288498537,0.0327333645005454,0.0951337373978757,0.229257471349395,1,1,2022,5
University of Alabama Hospital (ALUA),ALUA,TX1,2023-01-05 18:00:00,LU,0,4,10,100,88.0897715680324,71.7032967032967,97.9590385289206,88.202659659074,73.4358037766603,0.820552864506004,3.64294756561119,7.01624969506581,41,41,39,0,0,1,0,0,0,0,0,56.199067753274,0,0,0.22021829318876,0,0,2022,11
St. Joseph's Hospital and Medical Center (AZSJ),AZSJ,TX1,2023-01-05 18:00:00,LU,1,20,33,99.5454545454545,87.5999441954214,72.8869110119419,97.7527353769711,87.1403711596336,72.8545097154101,4.98005064004402,20.8495066701209,47.2766476488213,225,225,252,0,0,2,100,100,0,96.0607042707225,93.3544059558494,56.199067753274,0.0401898582071617,0.0687671188726037,0.572540732349372,1,1,2022,11
Banner University Medical Center-Tucson (AZUA),AZUA,TX1,2023-01-05 18:00:00,LU,1,8,20,98.2142857142857,78.5978900249183,56.6569726740977,97.751493706969,87.0853523196322,71.5914863316342,1.20832520382302,4.77234470617111,15.9833730190592,56,56,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
Cedars-Sinai Medical Center (CACS),CACS,TX1,2023-01-05 18:00:00,LU,3,8,14,96.1011591148578,87.9591107478135,60.2044907778669,97.8962063251853,87.8808668051028,70.1571990660021,1.6119855168103,6.62398103488229,7.07641139071532,78,78,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
Lucile Salter Packard Children's Hospital at Stanford (CAPC),CAPC,TX1,2023-01-05 18:00:00,LU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100,100,40,96.0607042707225,93.3544059558494,56.199067753274,0.0803797164143234,0.137534237745207,1.82978779670024,2,2,2022,11
University of California San Diego Medical Center (CASD),CASD,TX1,2023-01-05 18:00:00,LU,0,4,3,100,90.3249042379477,94.1840277777778,98.029911841422,88.5884665998001,75.4202045107197,1.63093837804145,7.07447740701756,10.5938898437009,83,83,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
University of California San Francisco Medical Center (CASF),CASF,TX1,2023-01-05 18:00:00,LU,0,8,11,100,91.7967837172964,87.6780572692973,97.8433353707902,87.6016105135415,71.2248178840261,3.59977459346587,15.970747109866,25.8912999960233,169,169,128,0,0,0,0,0,100,0,0,56.199067753274,0,0,0.705877589609868,0,0,2022,11
Stanford Health Care (CASU),CASU,TX1,2023-01-05 18:00:00,LU,1,5,24,99.1228070175439,94.5801451396501,74.7292548345535,97.905928471044,87.9290926122975,73.4118582294262,2.41854440675436,11.130574257789,22.6415084366262,117,117,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
University of California at Los Angeles Medical Center (CAUC),CAUC,TX1,2023-01-05 18:00:00,LU,5,17,33,97.4012773653284,87.2280192479834,68.4887403626298,97.7536199669266,87.1469383623086,73.6919975587084,4.34231565664461,18.5215905819837,35.7977457388438,199,199,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
Keck Hospital of USC (CAUH),CAUH,TX1,2023-01-05 18:00:00,LU,0,2,3,100,92.3456790123457,91.2349299446074,97.7556514446398,87.1335759761312,75.6347787230353,1.11276846412074,4.32642625376579,5.97430596788885,51,51,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
University of Colorado Hospital/Health Science Center (COUC),COUC,TX1,2023-01-05 18:00:00,LU,1,6,19,98.7179487179487,90.4757493536491,77.7845862089015,98.1054695166021,88.9999630089248,74.4170300042925,1.44573071899098,6.45464455677816,15.0720865695332,78,78,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
Florida Hospital Medical Center (FLFH),FLFH,TX1,2023-01-05 18:00:00,LU,2,6,8,95.829636202307,86.9743364863152,79.3974630021142,97.8196366490657,87.453194461162,71.7849567700378,1.03883431369453,4.53867716937121,8.36539990188921,50,50,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
Jackson Memorial Hospital University of Miami School of Medicine (FLJM),FLJM,TX1,2023-01-05 18:00:00,LU,1,11,11,98.0769230769231,70.8025059947936,56.6970998925886,97.7622640131216,87.1848609158387,72.1982510270188,1.11000981158025,4.37704201724724,6.14540453828698,52,52,38,0,0,2,0,0,0,0,0,56.199067753274,0,0,0.102509463965906,0,0,2022,11
Mayo Clinic Florida (FLSL),FLSL,TX1,2023-01-05 18:00:00,LU,1,8,15,98.8235294117647,85.8462717896083,62.7152548898072,97.6714976116871,86.6967977991435,72.6780393262006,1.99958861592455,8.57359344830735,19.7850263832512,87,87,105,0,0,0,0,0,100,0,0,56.199067753274,0,0,0.576270017246063,0,0,2022,11
Tampa General Hospital (FLTG),FLTG,TX1,2023-01-05 18:00:00,LU,6,7,20,93.1390648267541,91.9748265164196,77.6438861298527,97.8079687465123,87.3948510814023,72.7275360646702,1.8617589778685,8.19783611828853,23.2573937004829,89,89,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
UF Health Shands Hospital (FLUF),FLUF,TX1,2023-01-05 18:00:00,LU,1,8,11,99.4285714285714,93.8299923293018,90.7133171047859,97.8734074302767,87.743137936703,72.5503869161901,3.85551460040956,16.7841164608615,29.0511059658923,184,184,155,0,0,3,100,100,50,96.0607042707225,93.3544059558494,56.199067753274,0.0401898582071617,0.0687671188726037,2.69514859119527,1,1,2022,11
Emory University Hospital (GAEM),GAEM,TX1,2023-01-05 18:00:00,LU,1,6,8,97.7777777777778,85.1146825396825,74.7956848643348,98.1441725014575,89.2187224601714,74.5699246712039,0.79715925295148,3.17855776120557,6.42740991714793,45,45,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
University of Iowa Hospitals and Clinics Transplant Programs (IAIV),IAIV,TX1,2023-01-05 18:00:00,LU,0,4,4,100,89.5205673758865,88.4520884520885,97.9501504334191,88.1511966375474,75.4642988009768,1.09684951730143,5.17266163187875,6.10342944477381,53,53,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
Advocate Christ Medical Center (ILCH),ILCH,TX1,2023-01-05 18:00:00,LU,0,0,7,0,0,65.6410256410256,0,0,74.5959711118103,0,0,3.3551016616681,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
Loyola University Medical Center (ILLU),ILLU,TX1,2023-01-05 18:00:00,LU,2,10,28,97.6318774815655,82.80245637186,60.0411083182837,97.5668669508199,86.2196197929452,70.6073871569962,2.06228632885256,8.9046834395738,20.8305218603612,86,86,106,0,0,0,100,100,0,96.0607042707225,93.3544059558494,0,0.0401898582071617,0.0687671188726037,0,1,1,2022,11
Northwestern Memorial Hospital (ILNM),ILNM,TX1,2023-01-05 18:00:00,LU,1,9,9,99.1803278688525,89.4679388324266,82.0454877870411,97.8815643363201,87.7953015540847,73.2792717598419,2.55938323640548,11.669383595902,8.31461939802791,123,123,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
University of Chicago Medical Center (ILUC),ILUC,TX1,2023-01-05 18:00:00,LU,4,10,17,88.8020833333333,67.03125,64.4962560423553,97.2812052751876,84.9781218445414,71.7329820764973,0.885369966234539,3.30001794119278,10.6677755526899,36,36,58,0,0,0,100,100,0,96.0607042707225,93.3544059558494,0,0.0401898582071617,0.0687671188726037,0,1,1,2022,11
Indiana University Health (INIM),INIM,TX1,2023-01-05 18:00:00,LU,6,12,22,93.1537598204265,84.4683492525443,77.0413076165028,97.9481107661039,88.2020836790831,74.0723078274486,1.69568282028384,7.20239692904673,24.4975221145802,88,88,124,0,0,0,0,0,100,0,0,56.199067753274,0,0,0.0978945194455003,0,0,2022,11
Jewish Hospital (KYJH),KYJH,TX1,2023-01-05 18:00:00,LU,1,4,6,96.875,84.0211226851852,83.0628803245436,97.7220808950941,86.9916486005989,71.6721258863603,0.731970412959112,3.28943176542894,9.02734556203334,32,32,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
University of Kentucky Medical Center (KYUK),KYUK,TX1,2023-01-05 18:00:00,LU,2,5,17,96.1153846153846,85.9455672554348,52.9704146140006,97.7845790282761,87.2848162628748,71.9921813902606,1.12113802045629,4.19602779299903,9.54642266665495,52,52,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
Ochsner Foundation Hospital (LAOF),LAOF,TX1,2023-01-05 18:00:00,LU,1,4,12,97.4358974358974,88.9881723215057,81.315198810851,98.0201370178278,88.5502722092575,75.25021323947,0.795720336631562,3.43532363758039,11.8118634602953,42,42,69,0,0,0,0,0,100,0,0,56.199067753274,0,0,0.576270017246063,0,0,2022,11
Boston Children's Hospital (MACH),MACH,TX1,2023-01-05 18:00:00,LU,0,0,0,0,0,100,0,0,74.1586712272344,0,0,0.454886029997821,0,0,2,0,0,5,100,100,0,96.0607042707225,93.3544059558494,56.199067753274,0.200949291035808,0.343835594363018,1.99527369398154,5,5,2022,11
Massachusetts General Hospital (MAMG),MAMG,TX1,2023-01-05 18:00:00,LU,1,6,26,98,86.2649590643275,64.9604673838616,97.7691263128497,87.2087754342279,72.668793017544,1.12001743628198,4.70401169698037,16.0269525266971,51,51,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
Brigham and Women's Hospital (MAPB),MAPB,TX1,2023-01-05 18:00:00,LU,4,16,28,95.9578855012064,79.7409807073932,73.7252136210444,97.8393347419368,87.5513959597105,75.1130184520482,2.13144959329005,8.46412035688606,26.4802403141042,100,100,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
Johns Hopkins Hospital (MDJH),MDJH,TX1,2023-01-05 18:00:00,LU,4,6,14,93.4917940011319,88.6294821340552,78.0613169599402,97.7690023972992,87.2619826558531,74.2648452449314,1.32470665480406,5.66766157391949,12.7455901812951,62,62,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
University of Maryland Medical System (MDUM),MDUM,TX1,2023-01-05 18:00:00,LU,4,9,17,94.0486964016376,81.2291487851016,69.7451933928388,97.8545533848007,87.6316335335594,68.1162377391166,1.38422436878765,5.94984536052634,14.4484803918978,68,68,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
Henry Ford Hospital (MIHF),MIHF,TX1,2023-01-05 18:00:00,LU,0,5,12,100,89.838889159814,81.3057811921686,97.6544826215577,86.603139647197,70.4882615116149,1.30115204766123,5.26440179890038,13.7665029519005,56,56,68,0,0,0,100,100,0,96.0607042707225,93.3544059558494,0,0.0401898582071617,0.0687671188726037,0,1,1,2022,11
Spectrum Health (MISH),MISH,TX1,2023-01-05 18:00:00,LU,1,3,7,98.9010989010989,94.7297600358825,72.6486054875885,97.9222281881347,88.0231977652828,72.5259583286495,1.95004622259027,8.18160094739095,14.1650672841086,97,97,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
University of Michigan Medical Center (MIUM),MIUM,TX1,2023-01-05 18:00:00,LU,4,11,11,95.9477391038073,86.9283074398307,75.0131054131054,97.963810829885,88.2415239862134,73.7557579545619,2.04206432100853,8.64427121455359,12.9278615781502,101,101,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
Rochester Methodist Hospital (Mayo Clinic) (MNMC),MNMC,TX1,2023-01-05 18:00:00,LU,0,2,4,100,87.5,77.5793650793651,97.9614886243328,88.2140079714704,75.6100953395097,0.844650177077811,3.74799485082611,3.89354671711345,41,41,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
"University of Minnesota Medical Center, Fairview (MNUM)",MNUM,TX1,2023-01-05 18:00:00,LU,4,10,23,95.0292397660819,85.2891701860899,74.2309107979032,97.7450638721396,87.13679907312,73.2847104361821,1.70133359230586,6.99359052681486,21.4277082382452,81,81,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
Barnes-Jewish Hospital (MOBH),MOBH,TX1,2023-01-05 18:00:00,LU,5,15,21,97.139345664754,88.0732200099046,83.6356147901909,97.9229121377521,88.0089774282057,74.8008641663599,3.63954425704655,16.1418364155539,39.6362255247305,176,176,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
St. Louis Children's Hospital (MOCH),MOCH,TX1,2023-01-05 18:00:00,LU,0,0,0,0,0,100,0,0,72.8732436512658,0,0,0.35681749119524,0,0,2,2,3,7,83.9160839160839,74.5920745920746,49.21875,96.0607042707225,93.3544059558494,56.199067753274,0.495070896419129,0.737773488784919,5.74897979755624,13,13,2022,11
Duke University Hospital (NCDU),NCDU,TX1,2023-01-05 18:00:00,LU,7,32,59,97.4581664481444,84.0041104562376,62.8781502841652,97.7293448559874,86.9758251736847,71.7374777160623,6.11587252641497,24.7399848248348,47.1056960249015,278,278,253,0,0,0,0,0,100,0,0,56.199067753274,0,0,0.0766155154839836,0,0,2022,11
University of North Carolina Hospitals (NCMH),NCMH,TX1,2023-01-05 18:00:00,LU,1,7,10,96.7741935483871,69.1079657669519,74.3111111111111,97.6570063346155,86.6389572821655,70.3485061158946,0.746563685870876,2.68200269451477,8.34018628045541,32,32,45,0,0,1,100,100,75,96.0607042707225,93.3544059558494,56.199067753274,0.0803797164143234,0.137534237745207,1.48425331841835,2,2,2022,11
The Nebraska Medical Center (NEUN),NEUN,TX1,2023-01-05 18:00:00,LU,1,1,7,93.3333333333333,93.3333333333333,63.2107023411371,98.0428047200273,88.6562351144936,71.8824160512642,0.298018402590594,1.18191378085241,4.680362836072,16,16,23,0,0,0,0,0,100,0,0,56.199067753274,0,0,0.0978945194455003,0,0,2022,11
Newark Beth Israel Medical Center (NJBI),NJBI,TX1,2023-01-05 18:00:00,LU,2,3,12,93.6458333333333,89.5742753623188,42.4560733384263,97.6972252363419,86.878194175903,73.3467077258394,0.736170685903957,2.72706821356515,6.90613942780849,33,33,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP),NYCP,TX1,2023-01-05 18:00:00,LU,2,17,38,98.9130434782609,88.2226827980591,75.8592259467806,97.7683336432563,87.1680011976032,72.1154786518771,4.08474333817097,17.3577901272854,37.0916748922253,186,186,196,0,0,0,100,100,100,96.0607042707225,93.3544059558494,56.199067753274,0.0803797164143234,0.137534237745207,0.352938794804934,2,2,2022,11
Montefiore Medical Center (NYMA),NYMA,TX1,2023-01-05 18:00:00,LU,4,9,20,93.5205784204672,81.9381430100531,43.1604141867176,97.9124449195126,87.9544753433332,71.8710879032449,1.25973189127382,4.76752140137193,7.68049562538171,62,62,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
New York University Medical Center (NYUC),NYUC,TX1,2023-01-05 18:00:00,LU,3,6,3,96.875,93.4141795941938,93.0232558139535,97.8673862673585,87.7301316971365,72.2480532934893,2.03236854452173,8.64984876012569,6.20535552290067,96,96,43,0,0,0,100,100,0,96.0607042707225,93.3544059558494,0,0.0803797164143234,0.137534237745207,0,2,2,2022,11
The Cleveland Clinic Foundation (OHCC),OHCC,TX1,2023-01-05 18:00:00,LU,4,24,70,98.3173977522427,87.2348980678536,68.2555528131553,97.8875583557249,87.830319700249,72.0098666625319,5.0160356627802,22.0515819429854,57.6823849378405,240,240,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
Nationwide Children's Hospital (OHCH),OHCH,TX1,2023-01-05 18:00:00,LU,0,0,1,100,100,75,98.1445494234179,89.2088640618248,74.4580388067047,0.0187287999363442,0.0621481721983516,0.928343116800869,1,1,4,0,0,2,100,100,0,96.0607042707225,93.3544059558494,56.199067753274,0.0401898582071617,0.0687671188726037,0.1885436392664,1,1,2022,11
Children's Hospital Medical Center (OHCM),OHCM,TX1,2023-01-05 18:00:00,LU,1,1,0,50,50,0,96.1939276218855,79.0001398235881,0,0.0513009781850372,0.287325100871027,0,2,2,0,0,0,1,100,100,75,96.0607042707225,93.3544059558494,56.199067753274,0.160759432828647,0.275068475490415,0.720702755177694,4,4,2022,11
Ohio State University Medical Center (OHOU),OHOU,TX1,2023-01-05 18:00:00,LU,3,17,18,98.1554866212533,84.5425920137326,71.2014685787706,97.8686570043246,87.7252337988105,73.7080785429484,3.56846038124922,15.387504837996,20.457843849199,169,169,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
University Hospitals of Cleveland (OHUH),OHUH,TX1,2023-01-05 18:00:00,LU,0,4,5,100,71.2962962962963,58.8235294117647,98.0237467956904,88.5586632806392,72.9900545602347,0.419301738563859,1.62991813450388,2.72413483824587,21,21,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
Integris Baptist Medical Center (OKBC),OKBC,TX1,2023-01-05 18:00:00,LU,1,6,10,97.8260869565217,80.1671909693202,83.4178700720054,97.6331316681735,86.4729421757052,73.0811914410508,1.07998283234985,4.62266636105177,14.0425265640352,46,46,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
UPMC Children's Hospital of Pittsburgh (PACH),PACH,TX1,2023-01-05 18:00:00,LU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,96.0607042707225,93.3544059558494,56.199067753274,0.160759432828647,0.275068475490415,1.3952579498607,4,4,2022,11
Children's Hospital of Philadelphia (PACP),PACP,TX1,2023-01-05 18:00:00,LU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,83.3333333333333,83.3333333333333,37.5,96.0607042707225,93.3544059558494,56.199067753274,0.214107185772651,0.356993489099861,2.22500785694435,6,6,2022,11
University of Pittsburgh Medical Center (PAPT),PAPT,TX1,2023-01-05 18:00:00,LU,4,17,37,97.0350317218166,83.2343968459702,76.531849659421,97.7400784551275,87.1009761320164,69.2894791689429,3.06840317876596,12.0079955575988,39.0709477364902,138,138,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
